日期,縣市,農、牧、狩獵售電量(度),農、牧、狩獵抄表戶數,農牧狩獵用電佔比(%),林業及伐木業售電量(度),林業及伐木業抄表戶數,林業及伐木業用電佔比(%),漁業售電量(度),漁業抄表戶數,漁業用電佔比(%),合計售電量(度)
2023年05月,新北市,1412368,673,0.008,263732,83,0.4091,272423,90,0.0035,1948523
2023年05月,台北市,198645,80,0.0011,640,1,0.001,47769,3,0.0006,247054
2023年05月,桃園市,3484133,934,0.0196,9846,5,0.0153,514692,105,0.0066,4008671
2023年05月,台中市,13552827,3590,0.0763,45520,35,0.0706,113786,49,0.0015,13712133
2023年05月,台南市,22142409,4011,0.1247,39816,14,0.0618,11492176,6955,0.1479,33674401
2023年05月,高雄市,9839786,8468,0.0554,116669,41,0.181,10525875,6018,0.1355,20482330
2023年05月,宜蘭縣,2147434,1009,0.0121,14279,5,0.0221,3297046,1141,0.0424,5458759
2023年05月,新竹縣,1444393,523,0.0081,78840,5,0.1223,209964,79,0.0027,1733197
2023年05月,苗栗縣,2409223,1141,0.0136,1760,2,0.0027,69823,36,0.0009,2480806
2023年05月,彰化縣,34103798,19432,0.192,26039,27,0.0404,3075858,2511,0.0396,37205695
2023年05月,南投縣,9184145,3149,0.0517,18757,10,0.0291,33295,20,0.0004,9236197
2023年05月,雲林縣,23911212,7643,0.1346,5093,4,0.0079,9531896,7233,0.1227,33448201
2023年05月,嘉義縣,16518660,11209,0.093,2170,4,0.0034,6437512,6442,0.0829,22958342
2023年05月,屏東縣,32974396,18578,0.1857,20025,19,0.0311,29412597,8584,0.3787,62407018
2023年05月,台東縣,1496183,1003,0.0084,0,0,0,929655,182,0.012,2425838
2023年05月,花蓮縣,1321900,902,0.0074,1395,3,0.0022,816025,161,0.0105,2139320
2023年05月,基隆市,6326,4,0,0,0,0,433875,4,0.0056,440201
2023年05月,新竹市,640485,209,0.0036,0,0,0,134963,20,0.0017,775448
2023年05月,嘉義市,528216,410,0.003,0,0,0,8698,3,0.0001,536914
2023年05月,澎湖縣,87014,879,0.0005,0,0,0,255957,71,0.0033,342971
2023年05月,金門縣,207211,1501,0.0012,121,1,0.0002,56877,25,0.0007,264209
2023年05月,連江縣,1386,3,0,0,0,0,5951,2,0.0001,7337
2023年05月,合計,177612150,85351,1,644702,259,1,77676713,39734,1,255933565
2023年04月,新北市,1112857,663,0.006635936,141106,52,0.297551368,200091,96,0.002720399,1454054
2023年04月,台北市,184842,63,0.001102208,3928,3,0.008283005,35951,2,0.000488783,224721
2023年04月,桃園市,3434455,931,0.020479563,11966,4,0.025232801,473081,106,0.006431918,3919502
2023年04月,台中市,12744514,3780,0.075995194,27542,30,0.058078039,86285,47,0.001173114,12858341
2023年04月,台南市,20694620,4044,0.123401462,18104,13,0.038176052,10476573,6950,0.142437466,31189297
2023年04月,高雄市,9054252,8381,0.053990261,89773,44,0.189305054,10478154,6013,0.142458961,19622179
2023年04月,宜蘭縣,2122723,1035,0.01265774,11784,2,0.024849016,2699100,1145,0.036696443,4833607
2023年04月,新竹縣,1163279,448,0.006936601,44400,4,0.093626641,218579,80,0.002971758,1426258
2023年04月,苗栗縣,2560546,1128,0.015268467,3662,3,0.007722089,56811,31,0.000772391,2621019
2023年04月,彰化縣,31453817,19463,0.187558264,47218,17,0.09956898,3024812,2531,0.04112476,34525847
2023年04月,南投縣,8759413,3269,0.052232144,22328,13,0.047083235,31193,18,0.000424094,8812934
2023年04月,雲林縣,22783110,7653,0.135855071,5456,4,0.011505112,8339680,7231,0.113384681,31128246
2023年04月,嘉義縣,15325401,11076,0.091384954,0,2,0,5654231,6453,0.076873834,20979632
2023年04月,屏東縣,32023629,18588,0.190956037,45788,20,0.096553527,29501722,8582,0.401099721,61571139
2023年04月,台東縣,1522646,1001,0.009079497,0,0,0,796598,184,0.010830393,2319244
2023年04月,花蓮縣,1246381,897,0.007432136,834,3,0.001758663,654630,167,0.008900223,1901845
2023年04月,基隆市,7846,7,4.67855E-05,0,0,0,380364,4,0.005171356,388210
2023年04月,新竹市,627665,219,0.003742749,0,0,0,138786,20,0.001886908,766451
2023年04月,嘉義市,541260,482,0.003227519,0,0,0,11914,2,0.00016198,553174
2023年04月,澎湖縣,82646,880,0.000492816,0,0,0,228975,69,0.0031131,311621
2023年04月,金門縣,254631,1496,0.001518358,335,1,0.000706417,59242,25,0.000805443,314208
2023年04月,連江縣,1046,3,6.23727E-06,0,0,0,5316,2,7.22753E-05,6362
2023年04月,合計,167701579,85507,1,474224,215,1,73552088,39758,1,241727891
2023年03月,新北市,1418427,675,0.0088,269118,83,0.4194,212705,88,0.0031,1900250
2023年03月,台北市,200771,80,0.0012,600,1,0.0009,40983,3,0.0006,242354
2023年03月,桃園市,3224802,930,0.0199,9854,5,0.0154,471231,107,0.0068,3705887
2023年03月,台中市,12927290,3617,0.0799,40513,35,0.0631,96093,48,0.0014,13063896
2023年03月,台南市,19505401,4028,0.1205,32679,14,0.0509,9753606,6964,0.1411,29291686
2023年03月,高雄市,8846582,8490,0.0547,106517,41,0.166,10212316,6014,0.1477,19165415
2023年03月,宜蘭縣,1947728,1008,0.012,12392,5,0.0193,2456575,1142,0.0355,4416695
2023年03月,新竹縣,1266460,515,0.0078,79120,5,0.1233,178111,79,0.0026,1523691
2023年03月,苗栗縣,2254695,1126,0.0139,2120,2,0.0033,53040,33,0.0008,2309855
2023年03月,彰化縣,29312451,19449,0.1811,26118,27,0.0407,2699278,2508,0.039,32037847
2023年03月,南投縣,8947334,3150,0.0553,35119,10,0.0547,32954,20,0.0005,9015407
2023年03月,雲林縣,21679590,7636,0.134,6892,4,0.0107,7323611,7228,0.1059,29010093
2023年03月,嘉義縣,15539951,11215,0.096,1693,4,0.0026,4882379,6448,0.0706,20424023
2023年03月,屏東縣,30805423,18599,0.1904,16885,19,0.0263,28563792,8591,0.4131,59386100
2023年03月,台東縣,1459690,996,0.009,0,0,0,711912,181,0.0103,2171602
2023年03月,花蓮縣,1101825,900,0.0068,1389,3,0.0022,660060,164,0.0095,1763274
2023年03月,基隆市,5903,4,0,0,0,0,379590,4,0.0055,385493
2023年03月,新竹市,589566,211,0.0036,0,0,0,130650,20,0.0019,720216
2023年03月,嘉義市,501573,413,0.0031,0,0,0,17621,3,0.0003,519194
2023年03月,澎湖縣,83478,882,0.0005,0,0,0,223075,72,0.0032,306553
2023年03月,金門縣,194734,1495,0.0012,649,1,0.001,43639,24,0.0006,239022
2023年03月,連江縣,1552,3,0,0,0,0,4851,2,0.0001,6403
2023年03月,合計,161815226,85422,1,641658,259,1,69148072,39743,1,231604956
2023年02月,新北市,1140664,664,0.0068,138568,52,0.2814,279101,99,0.0034,1558333
2023年02月,台北市,339317,67,0.002,3780,3,0.0077,33507,2,0.0004,376604
2023年02月,桃園市,3360341,936,0.0199,11960,4,0.0243,533922,109,0.0066,3906223
2023年02月,台中市,11891771,3815,0.0705,30213,30,0.0613,103364,48,0.0013,12025348
2023年02月,台南市,21058425,4055,0.1249,35905,13,0.0729,10978426,6996,0.1352,32072756
2023年02月,高雄市,9386912,8391,0.0557,102602,44,0.2083,11588026,6009,0.1427,21077540
2023年02月,宜蘭縣,2035339,1036,0.0121,12777,2,0.0259,2679248,1145,0.033,4727364
2023年02月,新竹縣,1180351,443,0.007,43640,4,0.0886,207725,80,0.0026,1431716
2023年02月,苗栗縣,2172305,1127,0.0129,6139,3,0.0125,48032,28,0.0006,2226476
2023年02月,彰化縣,29928965,19466,0.1774,49676,17,0.1009,3253466,2530,0.0401,33232107
2023年02月,南投縣,9047226,3275,0.0536,26619,13,0.0541,38066,18,0.0005,9111911
2023年02月,雲林縣,23678037,7654,0.1404,5253,4,0.0107,9747179,7229,0.1201,33430469
2023年02月,嘉義縣,16303418,11087,0.0967,0,2,0,5348366,6430,0.0659,21651784
2023年02月,屏東縣,33096562,18602,0.1962,23908,20,0.0485,33823649,8594,0.4166,66944119
2023年02月,台東縣,1407445,994,0.0083,0,0,0,912816,183,0.0112,2320261
2023年02月,花蓮縣,1132995,894,0.0067,898,3,0.0018,813206,167,0.01,1947099
2023年02月,基隆市,8433,7,0,0,0,0,322772,4,0.004,331205
2023年02月,新竹市,552911,221,0.0033,0,0,0,136699,20,0.0017,689610
2023年02月,嘉義市,636427,484,0.0038,0,0,0,19816,2,0.0002,656243
2023年02月,澎湖縣,92377,880,0.0005,0,0,0,254249,70,0.0031,346626
2023年02月,金門縣,217943,1493,0.0013,533,1,0.0011,56173,24,0.0007,274649
2023年02月,連江縣,998,3,0,0,0,0,4823,2,0.0001,5821
2023年02月,合計,168669162,85594,1,492471,215,1,81182631,39789,1,250344264
2023年01月,新北市,1644116,678,0.0098,314550,84,0.4321,286767,100,0.0034,2245433
2023年01月,台北市,363615,86,0.0022,1040,1,0.0014,59021,3,0.0007,423676
2023年01月,桃園市,3339726,930,0.0199,11708,5,0.0161,568500,109,0.0067,3919934
2023年01月,台中市,12375971,3629,0.0738,45651,35,0.0627,112053,49,0.0013,12533675
2023年01月,台南市,21472904,4029,0.1281,47630,14,0.0654,12772060,7009,0.15,34292594
2023年01月,高雄市,9429952,8511,0.0562,129806,41,0.1783,12249234,6013,0.1438,21808992
2023年01月,宜蘭縣,1926214,1007,0.0115,15472,5,0.0213,2738395,1142,0.0322,4680081
2023年01月,新竹縣,1393506,497,0.0083,83680,5,0.115,192593,79,0.0023,1669779
2023年01月,苗栗縣,2085425,1126,0.0124,1760,2,0.0024,53910,32,0.0006,2141095
2023年01月,彰化縣,31831362,19452,0.1898,30551,27,0.042,3520847,2511,0.0413,35382760
2023年01月,南投縣,8752048,3134,0.0522,22636,10,0.0311,38350,20,0.0005,8813034
2023年01月,雲林縣,22426028,7630,0.1337,6145,4,0.0084,9691991,7233,0.1138,32124164
2023年01月,嘉義縣,14444693,11216,0.0861,1559,4,0.0021,6051131,6432,0.0711,20497383
2023年01月,屏東縣,32355777,18608,0.193,14047,18,0.0193,34043078,8598,0.3997,66412902
2023年01月,台東縣,1387661,995,0.0083,0,0,0,1074358,180,0.0126,2462019
2023年01月,花蓮縣,1093742,895,0.0065,1524,3,0.0021,843992,165,0.0099,1939258
2023年01月,基隆市,7105,4,0,0,0,0,378032,4,0.0044,385137
2023年01月,新竹市,551462,211,0.0033,0,0,0,143403,20,0.0017,694865
2023年01月,嘉義市,489457,416,0.0029,0,0,0,19012,3,0.0002,508469
2023年01月,澎湖縣,94870,882,0.0006,0,0,0,279063,73,0.0033,373933
2023年01月,金門縣,214029,1489,0.0013,200,1,0.0003,46278,24,0.0005,260507
2023年01月,連江縣,1746,3,0,0,0,0,4646,2,0.0001,6392
2023年01月,合計,167681409,85428,1,727959,259,1,85166714,39801,1,253576082
2022年12月,新北市,1221368,663,0.0069,150539,52,0.2689,315321,109,0.0036,1687228
2022年12月,台北市,386980,67,0.0022,4551,3,0.0081,43799,2,0.0005,435330
2022年12月,桃園市,3631680,930,0.0204,11871,4,0.0212,543531,108,0.0062,4187082
2022年12月,台中市,13605587,3813,0.0764,33640,30,0.0601,103296,47,0.0012,13742523
2022年12月,台南市,22502600,4052,0.1263,46976,13,0.0839,14407091,7017,0.1647,36956667
2022年12月,高雄市,9584720,8393,0.0538,110852,44,0.198,12983808,5999,0.1484,22679380
2022年12月,宜蘭縣,2126234,1033,0.0119,13476,2,0.0241,3220155,1146,0.0368,5359865
2022年12月,新竹縣,1296736,429,0.0073,46400,4,0.0829,217963,80,0.0025,1561099
2022年12月,苗栗縣,2581186,1125,0.0145,4173,3,0.0075,51713,29,0.0006,2637072
2022年12月,彰化縣,35146959,19475,0.1973,52461,17,0.0937,3455300,2530,0.0395,38654720
2022年12月,南投縣,9718210,3261,0.0545,36577,13,0.0653,40165,18,0.0005,9794952
2022年12月,雲林縣,23910102,7646,0.1342,6086,4,0.0109,9501025,7236,0.1086,33417213
2022年12月,嘉義縣,15366982,11086,0.0863,90,2,0.0002,6817549,6438,0.0779,22184621
2022年12月,屏東縣,32687024,18606,0.1835,41017,20,0.0733,32646591,8593,0.3731,65374632
2022年12月,台東縣,1472777,994,0.0083,0,0,0,1179107,182,0.0135,2651884
2022年12月,花蓮縣,1336790,891,0.0075,706,3,0.0013,806285,167,0.0092,2143781
2022年12月,基隆市,8344,7,0,0,0,0,668205,5,0.0076,676549
2022年12月,新竹市,599618,222,0.0034,0,0,0,146429,20,0.0017,746047
2022年12月,嘉義市,643538,483,0.0036,0,0,0,14673,2,0.0002,658211
2022年12月,澎湖縣,94735,881,0.0005,0,0,0,268916,70,0.0031,363651
2022年12月,金門縣,230571,1484,0.0013,337,1,0.0006,52827,23,0.0006,283735
2022年12月,連江縣,903,3,0,0,0,0,5732,2,0.0001,6635
2022年12月,合計,178153644,85544,1,559752,215,1,87489481,39823,1,266202877
2022年11月,新北市,1703594,678,0.0095,329563,84,0.4379,270487,101,0.0031,2303644
2022年11月,台北市,377294,85,0.0021,440,1,0.0006,51862,3,0.0006,429596
2022年11月,桃園市,3555757,926,0.0198,12726,5,0.0169,570155,109,0.0065,4138638
2022年11月,台中市,14601230,3627,0.0813,49894,35,0.0663,110694,49,0.0013,14761818
2022年11月,台南市,22694678,4019,0.1264,55839,14,0.0742,15044967,7024,0.1718,37795484
2022年11月,高雄市,9077242,8514,0.0505,120831,41,0.1606,12595472,5991,0.1439,21793545
2022年11月,宜蘭縣,2112935,1005,0.0118,17057,5,0.0227,3531231,1144,0.0403,5661223
2022年11月,新竹縣,1668159,493,0.0093,83280,5,0.1107,210994,79,0.0024,1962433
2022年11月,苗栗縣,2590116,1125,0.0144,1440,2,0.0019,57517,33,0.0007,2649073
2022年11月,彰化縣,36125253,19453,0.2012,33499,27,0.0445,3572145,2505,0.0408,39730897
2022年11月,南投縣,9493860,3123,0.0529,22379,10,0.0297,39822,20,0.0005,9556061
2022年11月,雲林縣,23830431,7622,0.1327,7013,4,0.0093,10146142,7237,0.1159,33983586
2022年11月,嘉義縣,15909333,11218,0.0886,1726,4,0.0023,7531696,6439,0.086,23442755
2022年11月,屏東縣,31610617,18609,0.176,15409,18,0.0205,30623790,8599,0.3497,62249816
2022年11月,台東縣,1426091,997,0.0079,0,0,0,1087127,181,0.0124,2513218
2022年11月,花蓮縣,1240371,892,0.0069,1090,3,0.0014,849096,164,0.0097,2090557
2022年11月,基隆市,6531,4,0,0,0,0,756226,5,0.0086,762757
2022年11月,新竹市,642980,209,0.0036,0,0,0,127907,20,0.0015,770887
2022年11月,嘉義市,568993,416,0.0032,0,0,0,12673,3,0.0001,581666
2022年11月,澎湖縣,99364,883,0.0006,0,0,0,300613,73,0.0034,399977
2022年11月,金門縣,253337,1481,0.0014,346,1,0.0005,63310,23,0.0007,316993
2022年11月,連江縣,750,3,0,0,0,0,5253,2,0.0001,6003
2022年11月,合計,179588916,85382,1,752532,259,1,87559179,39804,1,267900627
2022年10月,新北市,1554677,667,0.0074,207366,52,0.3048,309794,109,0.0032,2071837
2022年10月,台北市,414955,71,0.002,6720,3,0.0099,40796,2,0.0004,462471
2022年10月,桃園市,4495447,926,0.0215,12664,4,0.0186,604590,108,0.0063,5112701
2022年10月,台中市,15741867,3806,0.0754,43068,30,0.0633,125598,48,0.0013,15910533
2022年10月,台南市,26277236,4050,0.1259,54981,13,0.0808,16449462,7025,0.1702,42781679
2022年10月,高雄市,10454333,8428,0.0501,127504,44,0.1874,13045853,5979,0.135,23627690
2022年10月,宜蘭縣,2710959,1035,0.013,17835,2,0.0262,4396748,1148,0.0455,7125542
2022年10月,新竹縣,1749255,423,0.0084,52520,4,0.0772,289320,80,0.003,2091095
2022年10月,苗栗縣,2905508,1123,0.0139,3311,3,0.0049,62465,29,0.0006,2971284
2022年10月,彰化縣,44373544,19474,0.2126,60786,17,0.0893,4442392,2523,0.046,48876722
2022年10月,南投縣,11014549,3242,0.0528,37309,13,0.0548,40809,18,0.0004,11092667
2022年10月,雲林縣,28734814,7635,0.1377,7749,4,0.0114,11708310,7226,0.1211,40450873
2022年10月,嘉義縣,18227012,11088,0.0873,18,2,0,8781084,6442,0.0909,27008114
2022年10月,屏東縣,34866053,18593,0.167,47239,20,0.0694,32776576,8604,0.3391,67689868
2022年10月,台東縣,1684963,994,0.0081,0,0,0,1123593,183,0.0116,2808556
2022年10月,花蓮縣,1553784,888,0.0074,894,3,0.0013,991438,167,0.0103,2546116
2022年10月,基隆市,12413,7,0.0001,0,0,0,868429,5,0.009,880842
2022年10月,新竹市,783005,220,0.0038,0,0,0,162580,20,0.0017,945585
2022年10月,嘉義市,737120,482,0.0035,0,0,0,13200,2,0.0001,750320
2022年10月,澎湖縣,118549,881,0.0006,0,0,0,323758,69,0.0033,442307
2022年10月,金門縣,311158,1481,0.0015,411,1,0.0006,79916,23,0.0008,391485
2022年10月,連江縣,1133,3,0,0,0,0,9117,2,0.0001,10250
2022年10月,合計,208722334,85517,1,680375,215,1,96645828,39812,1,306048537
2022年09月,新北市,2289090,674,0.0099,448570,84,0.4485,401980,101,0.0038,3139640
2022年09月,台北市,445756,82,0.0019,360,1,0.0004,44086,2,0.0004,490202
2022年09月,桃園市,4980531,916,0.0216,18997,5,0.019,719238,108,0.0068,5718766
2022年09月,台中市,16780293,3616,0.0729,94224,35,0.0942,144044,50,0.0014,17018561
2022年09月,台南市,29100985,4012,0.1265,71912,14,0.0719,18123174,7024,0.1724,47296071
2022年09月,高雄市,10968996,8545,0.0477,137172,41,0.1371,13698580,5986,0.1303,24804748
2022年09月,宜蘭縣,3171119,1004,0.0138,26630,5,0.0266,5013672,1147,0.0477,8211421
2022年09月,新竹縣,2347302,482,0.0102,93360,5,0.0933,325991,79,0.0031,2766653
2022年09月,苗栗縣,3269089,1122,0.0142,1920,2,0.0019,77445,33,0.0007,3348454
2022年09月,彰化縣,50722514,19447,0.2205,38104,27,0.0381,5243994,2504,0.0499,56004612
2022年09月,南投縣,10471025,3107,0.0455,24061,10,0.0241,37484,20,0.0004,10532570
2022年09月,雲林縣,32383702,7614,0.1408,11239,4,0.0112,13209275,7230,0.1256,45604216
2022年09月,嘉義縣,19788012,11203,0.086,1925,4,0.0019,9575173,6442,0.0911,29365110
2022年09月,屏東縣,37459146,18598,0.1628,30410,18,0.0304,34650412,8609,0.3296,72139968
2022年09月,台東縣,1951243,994,0.0085,0,0,0,1151131,181,0.0109,3102374
2022年09月,花蓮縣,1940782,891,0.0084,1250,3,0.0012,1033342,164,0.0098,2975374
2022年09月,基隆市,9047,4,0,0,0,0,956412,5,0.0091,965459
2022年09月,新竹市,799195,209,0.0035,0,0,0,201809,20,0.0019,1001004
2022年09月,嘉義市,717541,415,0.0031,0,0,0,15732,3,0.0001,733273
2022年09月,澎湖縣,143572,884,0.0006,0,0,0,406155,72,0.0039,549727
2022年09月,金門縣,322674,1478,0.0014,112,1,0.0001,90613,23,0.0009,413399
2022年09月,連江縣,856,3,0,0,0,0,11503,2,0.0001,12359
2022年09月,合計,230062470,85300,1,1000246,259,1,105131245,39805,1,336193961
2022年08月,新北市,1630657,667,0.0074,199834,52,0.3058,369758,108,0.0039,2200249
2022年08月,台北市,453799,67,0.0021,5656,3,0.0087,38211,2,0.0004,497666
2022年08月,桃園市,4950727,913,0.0225,10704,4,0.0164,589740,106,0.0063,5551171
2022年08月,台中市,16862836,3801,0.0765,38169,30,0.0584,123406,48,0.0013,17024411
2022年08月,台南市,27786154,4036,0.1261,50735,13,0.0776,15458672,7026,0.1644,43295561
2022年08月,高雄市,10551813,8390,0.0479,124884,44,0.1911,12000809,5971,0.1277,22677506
2022年08月,宜蘭縣,3299280,1031,0.015,18750,2,0.0287,4510265,1152,0.048,7828295
2022年08月,新竹縣,2132376,408,0.0097,48160,4,0.0737,286800,80,0.0031,2467336
2022年08月,苗栗縣,3397673,1118,0.0154,3079,3,0.0047,57745,29,0.0006,3458497
2022年08月,彰化縣,47668691,19468,0.2163,68927,17,0.1055,4749223,2523,0.0505,52486841
2022年08月,南投縣,10724278,3233,0.0487,32268,13,0.0494,29079,18,0.0003,10785625
2022年08月,雲林縣,31190333,7625,0.1415,9590,4,0.0147,12393021,7223,0.1318,43592944
2022年08月,嘉義縣,18813528,11075,0.0854,145,2,0.0002,8452204,6449,0.0899,27265877
2022年08月,屏東縣,35551583,18601,0.1613,41536,20,0.0636,31262704,8608,0.3326,66855823
2022年08月,台東縣,1683679,994,0.0076,0,0,0,1009882,180,0.0107,2693561
2022年08月,花蓮縣,1709046,880,0.0078,834,3,0.0013,930364,167,0.0099,2640244
2022年08月,基隆市,11950,7,0.0001,0,0,0,1109013,5,0.0118,1120963
2022年08月,新竹市,798097,222,0.0036,0,0,0,172400,20,0.0018,970497
2022年08月,嘉義市,713217,482,0.0032,0,0,0,13495,2,0.0001,726712
2022年08月,澎湖縣,124605,883,0.0006,0,0,0,356120,68,0.0038,480725
2022年08月,金門縣,298853,1475,0.0014,110,1,0.0002,83086,23,0.0009,382049
2022年08月,連江縣,1006,3,0,0,0,0,10549,2,0.0001,11555
2022年08月,合計,220354181,85379,1,653381,215,1,94006546,39810,1,315014108
2022年07月,新北市,1878650,670,0.0089,377690,84,0.4556,334399,101,0.0037,2590739
2022年07月,台北市,587165,82,0.0028,40,1,0,39153,2,0.0004,626358
2022年07月,桃園市,4289349,906,0.0204,12731,5,0.0154,596615,108,0.0066,4898695
2022年07月,台中市,14952461,3613,0.071,63018,35,0.076,125556,50,0.0014,15141035
2022年07月,台南市,27211569,4000,0.1292,61472,14,0.0742,14683831,7035,0.1629,41956872
2022年07月,高雄市,9487270,8501,0.0451,112969,41,0.1363,11713425,5986,0.1299,21313664
2022年07月,宜蘭縣,3318406,999,0.0158,18546,5,0.0224,4312641,1149,0.0478,7649593
2022年07月,新竹縣,2194182,472,0.0104,79960,5,0.0965,245102,78,0.0027,2519244
2022年07月,苗栗縣,3058216,1115,0.0145,2840,2,0.0034,64978,33,0.0007,3126034
2022年07月,彰化縣,44736576,19447,0.2125,35585,27,0.0429,4189005,2505,0.0465,48961166
2022年07月,南投縣,9498253,3099,0.0451,28087,10,0.0339,30230,20,0.0003,9556570
2022年07月,雲林縣,30464577,7609,0.1447,8942,4,0.0108,11706161,7225,0.1299,42179680
2022年07月,嘉義縣,18368140,11197,0.0872,1727,4,0.0021,7768648,6448,0.0862,26138515
2022年07月,屏東縣,35430076,18617,0.1683,23706,19,0.0286,31054004,8610,0.3445,66507786
2022年07月,台東縣,1805681,993,0.0086,0,0,0,931358,178,0.0103,2737039
2022年07月,花蓮縣,1565464,880,0.0074,1612,3,0.0019,819819,163,0.0091,2386895
2022年07月,基隆市,5367,4,0,0,0,0,907882,5,0.0101,913249
2022年07月,新竹市,705533,210,0.0034,0,0,0,181330,20,0.002,886863
2022年07月,嘉義市,643406,416,0.0031,0,0,0,10386,3,0.0001,653792
2022年07月,澎湖縣,117251,887,0.0006,0,0,0,340530,71,0.0038,457781
2022年07月,金門縣,244082,1467,0.0012,93,1,0.0001,86816,23,0.001,330991
2022年07月,連江縣,1025,3,0,0,0,0,9472,2,0.0001,10497
2022年07月,合計,210562699,85187,1,829018,260,1,90151341,39815,1,301543058
2022年06月,新北市,1280516,663,0.0067,155819,52,0.2924,296020,108,0.0036,1732355
2022年06月,台北市,1170771,69,0.0062,3522,3,0.0066,38364,2,0.0005,1212657
2022年06月,桃園市,3822227,910,0.0201,8979,4,0.0168,512621,106,0.0062,4343827
2022年06月,台中市,13702363,3799,0.0721,29774,30,0.0559,112775,48,0.0014,13844912
2022年06月,台南市,23511869,4029,0.1237,44376,13,0.0833,13539163,7026,0.1648,37095408
2022年06月,高雄市,8567329,8376,0.0451,99204,44,0.1862,10797550,5983,0.1314,19464083
2022年06月,宜蘭縣,2731367,1026,0.0144,11073,2,0.0208,3981310,1153,0.0485,6723750
2022年06月,新竹縣,1602182,400,0.0084,45040,4,0.0845,235073,79,0.0029,1882295
2022年06月,苗栗縣,2821700,1113,0.0148,4410,3,0.0083,44429,30,0.0005,2870539
2022年06月,彰化縣,39944261,19480,0.2101,54722,17,0.1027,3626417,2527,0.0441,43625400
2022年06月,南投縣,8962609,3219,0.0471,20251,13,0.038,29117,18,0.0004,9011977
2022年06月,雲林縣,27246171,7627,0.1433,6225,4,0.0117,9931033,7218,0.1209,37183429
2022年06月,嘉義縣,16491268,11075,0.0867,70,2,0.0001,6905401,6451,0.084,23396739
2022年06月,屏東縣,33695576,18603,0.1772,48885,20,0.0917,29839748,8611,0.3632,63584209
2022年06月,台東縣,1602319,991,0.0084,0,0,0,912878,181,0.0111,2515197
2022年06月,花蓮縣,1448942,878,0.0076,480,3,0.0009,776236,165,0.0094,2225658
2022年06月,基隆市,6299,7,0,0,0,0,5354,2,0.0001,11653
2022年06月,新竹市,639393,220,0.0034,0,0,0,147103,20,0.0018,786496
2022年06月,嘉義市,583031,480,0.0031,0,0,0,11373,2,0.0001,594404
2022年06月,澎湖縣,105977,885,0.0006,0,0,0,297807,68,0.0036,403784
2022年06月,金門縣,201039,1463,0.0011,86,1,0.0002,118759,24,0.0014,319884
2022年06月,連江縣,938,3,0,0,0,0,6807,2,0.0001,7745
2022年06月,合計,190138147,85316,1,532916,215,1,82165338,39824,1,272836401
2022年05月,新北市,1547543,669,0.0089,317625,84,0.4417,263041,102,0.0035,2128209
2022年05月,台北市,1114310,84,0.0064,0,1,0,43209,2,0.0006,1157519
2022年05月,桃園市,3238860,903,0.0187,10244,5,0.0142,515065,108,0.0069,3764169
2022年05月,台中市,12568250,3620,0.0725,62977,35,0.0876,113731,50,0.0015,12744958
2022年05月,台南市,20908177,3985,0.1206,49548,14,0.0689,11434558,7035,0.1526,32392283
2022年05月,高雄市,8460278,8475,0.0488,105007,41,0.146,10019462,5986,0.1337,18584747
2022年05月,宜蘭縣,2185436,995,0.0126,14903,5,0.0207,3454555,1152,0.0461,5654894
2022年05月,新竹縣,1547242,455,0.0089,75760,5,0.1054,200593,78,0.0027,1823595
2022年05月,苗栗縣,2368735,1110,0.0137,3680,2,0.0051,44633,34,0.0006,2417048
2022年05月,彰化縣,34616360,19449,0.1998,29194,27,0.0406,3286113,2507,0.0439,37931667
2022年05月,南投縣,8695978,3083,0.0502,26328,10,0.0366,29684,20,0.0004,8751990
2022年05月,雲林縣,23697749,7602,0.1367,6193,4,0.0086,9388414,7217,0.1253,33092356
2022年05月,嘉義縣,15411039,11185,0.0889,1429,4,0.002,5750124,6446,0.0768,21162592
2022年05月,屏東縣,32690238,18612,0.1886,15314,18,0.0213,28371787,8611,0.3787,61077339
2022年05月,台東縣,1493711,992,0.0086,0,0,0,833266,179,0.0111,2326977
2022年05月,花蓮縣,1342123,881,0.0077,778,3,0.0011,634081,161,0.0085,1976982
2022年05月,基隆市,4044,4,0,0,0,0,964,2,0,5008
2022年05月,新竹市,568710,209,0.0033,0,0,0,145865,20,0.0019,714575
2022年05月,嘉義市,498185,415,0.0029,0,0,0,9245,3,0.0001,507430
2022年05月,澎湖縣,94999,888,0.0005,0,0,0,261397,71,0.0035,356396
2022年05月,金門縣,244873,1458,0.0014,114,1,0.0002,110634,23,0.0015,355621
2022年05月,連江縣,880,3,0,0,0,0,6196,2,0.0001,7076
2022年05月,合計,173297720,85077,1,719094,259,1,74916617,39809,1,248933431
2022年04月,新北市,1099204,663,0.0072,136564,52,0.2768,231326,108,0.0035,1467094
2022年04月,台北市,850649,69,0.0056,4046,3,0.0082,37664,2,0.0006,892359
2022年04月,桃園市,2614156,901,0.0172,7777,4,0.0158,460810,105,0.007,3082743
2022年04月,台中市,11925338,3797,0.0786,27959,30,0.0567,93508,49,0.0014,12046805
2022年04月,台南市,18696677,4007,0.1232,29409,13,0.0596,9797952,7037,0.1495,28524038
2022年04月,高雄市,7778553,8325,0.0512,93351,44,0.1892,9215017,5988,0.1406,17086921
