日期,縣市,農、牧、狩獵售電量(度),農、牧、狩獵抄表戶數,農牧狩獵用電佔比(%),林業及伐木業售電量(度),林業及伐木業抄表戶數,林業及伐木業用電佔比(%),漁業售電量(度),漁業抄表戶數,漁業用電佔比(%),合計售電量(度)
2020年01月,新北市,1631566,698,0.011,300316,83,0.4439,280942,96,0.004,2212824
2020年01月,台北市,1124643,76,0.0076,1240,1,0.0018,32506,4,0.0005,1158389
2020年01月,桃園市,3015440,865,0.0203,9670,5,0.0143,514320,105,0.0073,3539430
2020年01月,台中市,11855459,3592,0.0798,42499,36,0.0628,95114,50,0.0014,11993072
2020年01月,台南市,17320045,3912,0.1166,28691,13,0.0424,11659323,7147,0.1662,29008059
2020年01月,高雄市,8370468,8303,0.0564,129800,44,0.1919,10336020,5993,0.1473,18836288
2020年01月,宜蘭縣,1792989,949,0.0121,12582,5,0.0186,2317168,1174,0.033,4122739
2020年01月,新竹縣,1306507,445,0.0088,77680,5,0.1148,168143,75,0.0024,1552330
2020年01月,苗栗縣,1939286,1080,0.0131,1920,2,0.0028,53874,38,0.0008,1995080
2020年01月,彰化縣,29079630,19535,0.1958,34301,28,0.0507,2925899,2502,0.0417,32039830
2020年01月,南投縣,7103318,2908,0.0478,10620,8,0.0157,54713,21,0.0008,7168651
2020年01月,雲林縣,18852124,7558,0.1269,7323,4,0.0108,6710292,7155,0.0956,25569739
2020年01月,嘉義縣,12241192,11169,0.0824,2336,5,0.0035,4916904,6478,0.0701,17160432
2020年01月,屏東縣,29087549,18716,0.1959,15416,16,0.0228,28111018,8692,0.4007,57213983
2020年01月,台東縣,1365691,966,0.0092,0,0,0,874595,173,0.0125,2240286
2020年01月,花蓮縣,1213082,817,0.0082,1424,3,0.0021,655688,166,0.0093,1870194
2020年01月,基隆市,5279,5,0,0,0,0,3796,3,0.0001,9075
2020年01月,新竹市,534932,221,0.0036,0,0,0,151728,19,0.0022,686660
2020年01月,嘉義市,428449,410,0.0029,0,0,0,10480,3,0.0001,438929
2020年01月,澎湖縣,73994,903,0.0005,0,0,0,236718,70,0.0034,310712
2020年01月,金門縣,164010,1394,0.0011,741,2,0.0011,40806,21,0.0006,205557
2020年01月,連江縣,346,4,0,0,0,0,5153,2,0.0001,5499
2020年01月,合計,148505999,84526,1,676559,260,1,70155200,39987,1,219337758
2019年12月,新北市,1859502,788,0.0114,131455,61,0.2602,299786,105,0.0038,2290743
2019年12月,台北市,1180983,62,0.0073,4751,3,0.0094,27557,3,0.0004,1213291
2019年12月,桃園市,3478839,871,0.0214,10278,4,0.0203,507988,105,0.0065,3997105
2019年12月,台中市,13058516,3772,0.0804,35281,32,0.0698,166904,52,0.0021,13260701
2019年12月,台南市,18570488,3945,0.1143,25293,12,0.0501,13887863,7166,0.1773,32483644
2019年12月,高雄市,8130173,8153,0.05,113013,47,0.2237,11639174,5997,0.1486,19882360
2019年12月,宜蘭縣,1912541,975,0.0118,10382,2,0.0205,2578470,1177,0.0329,4501393
2019年12月,新竹縣,1246431,374,0.0077,44560,4,0.0882,199195,78,0.0025,1490186
2019年12月,苗栗縣,2405715,1081,0.0148,4467,3,0.0088,61457,36,0.0008,2471639
2019年12月,彰化縣,32590622,19572,0.2006,44466,18,0.088,3182931,2526,0.0406,35818019
2019年12月,南投縣,8275905,3055,0.0509,30755,13,0.0609,57485,19,0.0007,8364145
2019年12月,雲林縣,21095213,7583,0.1299,5348,4,0.0106,8247818,7152,0.1053,29348379
2019年12月,嘉義縣,13780229,11050,0.0848,0,2,0,6200040,6483,0.0792,19980269
2019年12月,屏東縣,30389789,18689,0.1871,42711,18,0.0845,29156980,8698,0.3722,59589480
2019年12月,台東縣,1560852,964,0.0096,0,0,0,953696,177,0.0122,2514548
2019年12月,花蓮縣,1457824,819,0.009,1012,2,0.002,703363,170,0.009,2162199
2019年12月,基隆市,8066,8,0,0,0,0,5407,2,0.0001,13473
2019年12月,新竹市,588533,226,0.0036,0,0,0,141922,19,0.0018,730455
2019年12月,嘉義市,562748,475,0.0035,0,0,0,10125,2,0.0001,572873
2019年12月,澎湖縣,90500,901,0.0006,0,0,0,252909,69,0.0032,343409
2019年12月,金門縣,201557,1395,0.0012,1481,2,0.0029,41041,21,0.0005,244079
2019年12月,連江縣,1062,4,0,0,0,0,5879,2,0.0001,6941
2019年12月,合計,162446088,84762,1,505253,227,1,78327990,40059,1,241279331
2019年11月,新北市,1874558,700,0.0104,369281,83,0.4681,306062,97,0.0035,2549901
2019年11月,台北市,1269896,77,0.007,1400,1,0.0018,33705,4,0.0004,1305001
2019年11月,桃園市,3508743,863,0.0194,12712,5,0.0161,574302,105,0.0065,4095757
2019年11月,台中市,14281723,3596,0.079,43629,36,0.0553,300218,51,0.0034,14625570
2019年11月,台南市,21036820,3900,0.1163,39296,12,0.0498,16445563,7146,0.187,37521679
2019年11月,高雄市,8939189,8326,0.0494,143567,46,0.182,12459487,6004,0.1417,21542243
2019年11月,宜蘭縣,2031150,945,0.0112,19095,5,0.0242,3185910,1177,0.0362,5236155
2019年11月,新竹縣,1632481,448,0.009,58640,3,0.0743,221533,76,0.0025,1912654
2019年11月,苗栗縣,2598102,1083,0.0144,1720,2,0.0022,70846,38,0.0008,2670668
2019年11月,彰化縣,37609273,19522,0.2079,37409,28,0.0474,3840773,2501,0.0437,41487455
2019年11月,南投縣,9079237,2910,0.0502,26116,8,0.0331,74770,21,0.0009,9180123
2019年11月,雲林縣,23556816,7559,0.1302,10223,4,0.013,9868983,7162,0.1122,33436022
2019年11月,嘉義縣,16111452,11165,0.0891,3071,5,0.0039,7910511,6480,0.09,24025034
2019年11月,屏東縣,32660487,18731,0.1805,19511,16,0.0247,30406242,8703,0.3458,63086240
2019年11月,台東縣,1663279,965,0.0092,0,0,0,939700,177,0.0107,2602979
2019年11月,花蓮縣,1393482,817,0.0077,1691,3,0.0021,775431,166,0.0088,2170604
2019年11月,基隆市,7901,5,0,0,0,0,3406,3,0,11307
2019年11月,新竹市,658973,221,0.0036,0,0,0,164934,20,0.0019,823907
2019年11月,嘉義市,618386,411,0.0034,0,0,0,13464,3,0.0002,631850
2019年11月,澎湖縣,102410,903,0.0006,0,0,0,270175,70,0.0031,372585
2019年11月,金門縣,260516,1394,0.0014,1513,2,0.0019,58660,21,0.0007,320689
2019年11月,連江縣,359,4,0,0,0,0,8826,2,0.0001,9185
2019年11月,合計,180895233,84545,1,788874,259,1,87933501,40027,1,269617608
2019年10月,新北市,2250630,785,0.0117,164766,61,0.2793,333479,105,0.0036,2748875
2019年10月,台北市,1446636,62,0.0076,8058,3,0.0137,31590,3,0.0003,1486284
2019年10月,桃園市,4469944,871,0.0233,11260,4,0.0191,592996,105,0.0065,5074200
2019年10月,台中市,15820543,3779,0.0826,40751,32,0.0691,432899,55,0.0047,16294193
2019年10月,台南市,20344299,3911,0.1062,35827,11,0.0607,17451118,7148,0.1907,37831244
2019年10月,高雄市,9486028,8185,0.0495,122181,48,0.2071,12462200,6012,0.1362,22070409
2019年10月,宜蘭縣,2450149,968,0.0128,13641,2,0.0231,3745732,1182,0.0409,6209522
2019年10月,新竹縣,1359842,358,0.0071,24800,2,0.042,247806,78,0.0027,1632448
2019年10月,苗栗縣,2758396,1078,0.0144,4144,3,0.007,83602,36,0.0009,2846142
2019年10月,彰化縣,40160183,19527,0.2097,55606,17,0.0942,4200597,2525,0.0459,44416386
2019年10月,南投縣,9980100,3054,0.0521,39884,13,0.0676,81084,19,0.0009,10101068
2019年10月,雲林縣,25877433,7588,0.1351,9186,4,0.0156,10599944,7161,0.1159,36486563
2019年10月,嘉義縣,17112013,11056,0.0893,439,3,0.0007,8805338,6490,0.0962,25917790
2019年10月,屏東縣,33158361,18709,0.1731,55903,18,0.0948,30067527,8719,0.3286,63281791
2019年10月,台東縣,1517418,961,0.0079,0,0,0,931914,178,0.0102,2449332
2019年10月,花蓮縣,1441045,821,0.0075,1760,2,0.003,832837,170,0.0091,2275642
2019年10月,基隆市,12151,8,0.0001,0,0,0,5692,2,0.0001,17843
2019年10月,新竹市,747920,227,0.0039,0,0,0,199593,21,0.0022,947513
2019年10月,嘉義市,747026,475,0.0039,0,0,0,1977,1,0,749003
2019年10月,澎湖縣,127616,904,0.0007,0,0,0,308205,69,0.0034,435821
2019年10月,金門縣,280692,1393,0.0015,1796,2,0.003,68088,21,0.0007,350576
2019年10月,連江縣,978,4,0,0,0,0,10946,2,0.0001,11924
2019年10月,合計,191549403,84724,1,590002,225,1,91495164,40102,1,283634569
2019年09月,新北市,2297668,706,0.0118,470916,85,0.5201,403946,95,0.0044,3172530
2019年09月,台北市,649258,76,0.0033,3180,3,0.0035,32418,3,0.0004,684856
2019年09月,桃園市,4538127,865,0.0232,18087,5,0.02,639483,105,0.007,5195697
2019年09月,台中市,16108465,3596,0.0825,47832,36,0.0528,398611,53,0.0043,16554908
2019年09月,台南市,20493593,3882,0.105,53174,12,0.0587,17658454,7128,0.1921,38205221
2019年09月,高雄市,9216238,8331,0.0472,131498,45,0.1452,12339590,6020,0.1343,21687326
2019年09月,宜蘭縣,2745682,942,0.0141,23477,5,0.0259,4431848,1181,0.0482,7201007
2019年09月,新竹縣,1815112,432,0.0093,62840,3,0.0694,235812,76,0.0026,2113764
2019年09月,苗栗縣,2789680,1073,0.0143,1760,2,0.0019,89043,39,0.001,2880483
2019年09月,彰化縣,43134593,19484,0.221,35523,27,0.0392,4310736,2500,0.0469,47480852
2019年09月,南投縣,9215817,2915,0.0472,5671,8,0.0063,81886,21,0.0009,9303374
2019年09月,雲林縣,27488778,7572,0.1408,14264,4,0.0158,10617719,7167,0.1155,38120761
2019年09月,嘉義縣,17247818,11167,0.0883,3818,5,0.0042,9498406,6487,0.1033,26750042
2019年09月,屏東縣,32218714,18745,0.165,27920,16,0.0308,28769465,8724,0.313,61016099
2019年09月,台東縣,1656349,961,0.0085,0,0,0,883085,175,0.0096,2539434
2019年09月,花蓮縣,1757740,817,0.009,3413,3,0.0038,891783,165,0.0097,2652936
2019年09月,基隆市,9766,5,0.0001,0,0,0,3495,3,0,13261
2019年09月,新竹市,799004,222,0.0041,0,0,0,203474,20,0.0022,1002478
2019年09月,嘉義市,654611,411,0.0034,0,0,0,2632,2,0,657243
2019年09月,澎湖縣,123756,906,0.0006,0,0,0,326740,70,0.0036,450496
2019年09月,金門縣,261429,1384,0.0013,2055,2,0.0023,77185,21,0.0008,340669
2019年09月,連江縣,265,4,0,0,0,0,14538,2,0.0002,14803
2019年09月,合計,195222463,84496,1,905428,261,1,91910349,40057,1,288038240
2019年08月,新北市,2241431,769,0.0112,189968,64,0.2972,443491,107,0.0048,2874890
2019年08月,台北市,708104,61,0.0035,7459,3,0.0117,39445,4,0.0004,755008
2019年08月,桃園市,4747494,870,0.0238,8092,3,0.0127,641338,102,0.0069,5396924
2019年08月,台中市,16195873,3775,0.081,37518,33,0.0587,483075,55,0.0052,16716466
2019年08月,台南市,20583795,3900,0.103,43058,11,0.0674,17203277,7147,0.1854,37830130
2019年08月,高雄市,9159142,8194,0.0458,118324,48,0.1851,12134099,6018,0.1307,21411565
2019年08月,宜蘭縣,3127651,964,0.0157,17506,2,0.0274,4377748,1186,0.0472,7522905
2019年08月,新竹縣,1704182,357,0.0085,29400,2,0.046,251453,78,0.0027,1985035
2019年08月,苗栗縣,3152623,1064,0.0158,4224,3,0.0066,94269,37,0.001,3251116
2019年08月,彰化縣,44548187,19528,0.2229,91555,18,0.1433,4338040,2524,0.0467,48977782
2019年08月,南投縣,9651858,3057,0.0483,27546,13,0.0431,81856,19,0.0009,9761260
2019年08月,雲林縣,27926469,7573,0.1397,10402,4,0.0163,10722715,7163,0.1155,38659586
2019年08月,嘉義縣,17517641,11022,0.0877,407,3,0.0006,9172588,6493,0.0988,26690636
2019年08月,屏東縣,33083172,18721,0.1655,48432,18,0.0758,30331150,8727,0.3268,63462754
2019年08月,台東縣,1552127,948,0.0078,0,0,0,977657,174,0.0105,2529784
2019年08月,花蓮縣,2012139,819,0.0101,3280,2,0.0051,908950,171,0.0098,2924369
2019年08月,基隆市,12021,8,0.0001,0,0,0,5513,2,0.0001,17534
2019年08月,新竹市,844681,227,0.0042,0,0,0,210321,21,0.0023,1055002
2019年08月,嘉義市,703432,472,0.0035,0,0,0,1986,1,0,705418
2019年08月,澎湖縣,125358,905,0.0006,0,0,0,312965,68,0.0034,438323
2019年08月,金門縣,241225,1383,0.0012,1915,2,0.003,66461,21,0.0007,309601
2019年08月,連江縣,819,4,0,0,0,0,12219,2,0.0001,13038
2019年08月,合計,199839424,84621,1,639086,229,1,92810616,40120,1,293289126
2019年07月,新北市,1871951,689,0.0103,392990,84,0.4879,396013,96,0.0047,2660954
2019年07月,台北市,682140,75,0.0037,2922,3,0.0036,39822,7,0.0005,724884
2019年07月,桃園市,3691033,846,0.0203,11448,4,0.0142,489096,100,0.0058,4191577
2019年07月,台中市,15295241,3592,0.084,48310,37,0.06,508542,53,0.006,15852093
2019年07月,台南市,18464807,3864,0.1014,49446,12,0.0614,15151017,7133,0.1784,33665270
2019年07月,高雄市,9025517,8348,0.0496,142842,45,0.1773,11252131,6018,0.1325,20420490
2019年07月,宜蘭縣,3104997,929,0.0171,20603,5,0.0256,4029423,1185,0.0474,7155023
2019年07月,新竹縣,1581889,431,0.0087,57040,3,0.0708,210490,76,0.0025,1849419
2019年07月,苗栗縣,2861423,1069,0.0157,1640,2,0.002,77712,39,0.0009,2940775
2019年07月,彰化縣,39071056,19497,0.2146,31454,27,0.0391,3691745,2504,0.0435,42794255
2019年07月,南投縣,8459277,2909,0.0465,10042,8,0.0125,76338,21,0.0009,8545657
2019年07月,雲林縣,25478872,7525,0.14,11630,4,0.0144,9498296,7172,0.1118,34988798
2019年07月,嘉義縣,15851336,11125,0.0871,2642,5,0.0033,8177631,6483,0.0963,24031609
2019年07月,屏東縣,32073746,18745,0.1762,20523,16,0.0255,29150016,8730,0.3432,61244285
2019年07月,台東縣,1157565,951,0.0064,0,0,0,934076,174,0.011,2091641
2019年07月,花蓮縣,1718740,800,0.0094,429,2,0.0005,726516,161,0.0086,2445685
2019年07月,基隆市,7471,5,0,0,0,0,3352,3,0,10823
2019年07月,新竹市,727750,222,0.004,0,0,0,167903,20,0.002,895653
2019年07月,嘉義市,613793,406,0.0034,0,0,0,1934,2,0,615727
2019年07月,澎湖縣,108363,905,0.0006,0,0,0,280759,69,0.0033,389122
2019年07月,金門縣,186754,1383,0.001,1475,2,0.0018,65544,21,0.0008,253773
2019年07月,連江縣,211,4,0,0,0,0,9914,2,0.0001,10125
2019年07月,合計,182033932,84320,1,805436,259,1,84938270,40069,1,267777638
2019年06月,新北市,1931735,770,0.011,165482,63,0.2797,384721,106,0.0045,2481938
2019年06月,台北市,625628,60,0.0036,5073,3,0.0086,34175,4,0.0004,664876
2019年06月,桃園市,3728622,864,0.0213,7847,3,0.0133,472090,100,0.0055,4208559
2019年06月,台中市,14268691,3763,0.0814,36438,33,0.0616,479973,55,0.0056,14785102
2019年06月,台南市,18437034,3896,0.1052,42530,11,0.0719,15039043,7153,0.175,33518607
2019年06月,高雄市,8807885,8214,0.0503,125326,49,0.2118,11459072,6020,0.1333,20392283
2019年06月,宜蘭縣,2229420,947,0.0127,13314,2,0.0225,4129781,1190,0.048,6372515
2019年06月,新竹縣,1327162,357,0.0076,25120,2,0.0425,214726,77,0.0025,1567008
2019年06月,苗栗縣,2577975,1065,0.0147,4150,3,0.007,87172,37,0.001,2669297
2019年06月,彰化縣,37007016,19546,0.2112,86070,18,0.1455,3697792,2527,0.043,40790878
2019年06月,南投縣,8342985,3051,0.0476,29292,13,0.0495,73967,18,0.0009,8446244
2019年06月,雲林縣,24059875,7552,0.1373,7829,4,0.0132,9453603,7172,0.11,33521307
2019年06月,嘉義縣,15936114,11012,0.0909,886,3,0.0015,7835703,6489,0.0912,23772703
2019年06月,屏東縣,32181316,18719,0.1837,40957,18,0.0692,30490623,8723,0.3547,62712896
2019年06月,台東縣,1097586,950,0.0063,0,0,0,888818,173,0.0103,1986404
2019年06月,花蓮縣,1057573,799,0.006,39,1,0.0001,706567,165,0.0082,1764179
2019年06月,基隆市,9155,8,0.0001,0,0,0,5077,2,0.0001,14232
2019年06月,新竹市,692877,227,0.004,0,0,0,175517,21,0.002,868394
2019年06月,嘉義市,622435,469,0.0036,0,0,0,1822,1,0,624257
2019年06月,澎湖縣,104518,904,0.0006,0,0,0,260830,68,0.003,365348
2019年06月,金門縣,183919,1378,0.001,1385,2,0.0023,59731,21,0.0007,245035
2019年06月,連江縣,675,4,0,0,0,0,8242,2,0.0001,8917
2019年06月,合計,175230196,84555,1,591738,228,1,85959045,40124,1,261780979
2019年05月,新北市,1676069,692,0.0099,332720,86,0.4525,375301,97,0.0045,2384090
2019年05月,台北市,603273,73,0.0036,3917,3,0.0053,35531,7,0.0004,642721
2019年05月,桃園市,2994051,848,0.0177,9035,4,0.0123,483849,100,0.0058,3486935
2019年05月,台中市,13325963,3584,0.079,37713,37,0.0513,454037,53,0.0054,13817713
2019年05月,台南市,17156822,3862,0.1017,43248,12,0.0588,13464660,7138,0.1611,30664730
2019年05月,高雄市,9083546,8363,0.0538,153209,46,0.2084,11160368,6021,0.1335,20397123
2019年05月,宜蘭縣,2038244,922,0.0121,17781,5,0.0242,3952308,1190,0.0473,6008333
2019年05月,新竹縣,1307781,435,0.0077,59360,3,0.0807,185692,75,0.0022,1552833
2019年05月,苗栗縣,2320252,1067,0.0137,2120,2,0.0029,72679,39,0.0009,2395051
2019年05月,彰化縣,34446148,19501,0.2041,28252,27,0.0384,3575186,2503,0.0428,38049586
2019年05月,南投縣,8441171,2904,0.05,13392,8,0.0182,61496,20,0.0007,8516059
2019年05月,雲林縣,22823533,7531,0.1352,8364,4,0.0114,9777337,7183,0.117,32609234
2019年05月,嘉義縣,15747470,11128,0.0933,2249,5,0.0031,7081127,6483,0.0847,22830846
2019年05月,屏東縣,33077480,18762,0.196,22225,16,0.0302,30727654,8732,0.3675,63827359
2019年05月,台東縣,1205065,950,0.0071,0,0,0,942672,172,0.0113,2147737
2019年05月,花蓮縣,1050766,796,0.0062,495,2,0.0007,776210,161,0.0093,1827471
2019年05月,基隆市,6499,6,0,0,0,0,3635,3,0,10134
2019年05月,新竹市,631197,222,0.0037,0,0,0,166781,20,0.002,797978
2019年05月,嘉義市,579300,408,0.0034,0,0,0,1837,2,0,581137
2019年05月,澎湖縣,91928,905,0.0005,0,0,0,235182,69,0.0028,327110
2019年05月,金門縣,158127,1373,0.0009,1182,2,0.0016,60452,21,0.0007,219761
2019年05月,連江縣,296,4,0,0,0,0,8625,2,0.0001,8921
2019年05月,合計,168764981,84336,1,735262,262,1,83602619,40091,1,253102862
2019年04月,新北市,1659325,772,0.0108,121331,63,0.2482,337091,107,0.0045,2117747
2019年04月,台北市,500142,59,0.0032,4203,3,0.0086,35363,4,0.0005,539708
2019年04月,桃園市,2982362,871,0.0193,7486,3,0.0153,414722,100,0.0056,3404570
2019年04月,台中市,12665096,3787,0.0821,32140,33,0.0658,420519,56,0.0056,13117755
2019年04月,台南市,15781432,3901,0.1023,27142,11,0.0555,11354034,7159,0.1522,27162608
2019年04月,高雄市,8772157,8229,0.0568,106304,49,0.2175,10676552,6024,0.1431,19555013
2019年04月,宜蘭縣,1931002,947,0.0125,10350,2,0.0212,3139611,1195,0.0421,5080963
2019年04月,新竹縣,1005605,361,0.0065,21320,2,0.0436,183640,77,0.0025,1210565
2019年04月,苗栗縣,2206498,1062,0.0143,6552,3,0.0134,81358,37,0.0011,2294408
2019年04月,彰化縣,29902702,19546,0.1938,80752,18,0.1652,3225535,2525,0.0432,33208989
2019年04月,南投縣,8073696,3051,0.0523,34264,13,0.0701,47968,18,0.0006,8155928
2019年04月,雲林縣,21009843,7545,0.1361,5478,4,0.0112,7972010,7176,0.1069,28987331
2019年04月,嘉義縣,13694121,11012,0.0887,824,3,0.0017,5634229,6488,0.0755,19329174
2019年04月,屏東縣,30797344,18734,0.1996,29219,18,0.0598,29082663,8727,0.3899,59909226
2019年04月,台東縣,998672,949,0.0065,0,0,0,878424,173,0.0118,1877096
2019年04月,花蓮縣,920202,798,0.006,240,1,0.0005,694087,164,0.0093,1614529
2019年04月,基隆市,8507,8,0.0001,0,0,0,4181,2,0.0001,12688
2019年04月,新竹市,623021,227,0.004,0,0,0,156977,21,0.0021,779998
2019年04月,嘉義市,552276,471,0.0036,0,0,0,1491,1,0,553767
2019年04月,澎湖縣,85134,901,0.0006,0,0,0,206076,68,0.0028,291210
2019年04月,金門縣,159091,1373,0.001,1141,2,0.0023,43559,21,0.0006,203791
2019年04月,連江縣,638,4,0,0,0,0,6480,2,0.0001,7118
2019年04月,合計,154328866,84608,1,488746,228,1,74596570,40145,1,229414182
2019年03月,新北市,1396419,692,0.0095,319469,86,0.4762,359051,97,0.005,2074939
2019年03月,台北市,496490,74,0.0034,11949,3,0.0178,34170,7,0.0005,542609
2019年03月,桃園市,2503349,854,0.017,8276,4,0.0123,412322,99,0.0058,2923947
2019年03月,台中市,12019231,3639,0.0817,31148,37,0.0464,378958,53,0.0053,12429337
2019年03月,台南市,14454833,3860,0.0983,27542,12,0.0411,10118464,7136,0.1418,24600839
2019年03月,高雄市,9106058,8389,0.0619,146938,45,0.219,10171813,6030,0.1425,19424809
2019年03月,宜蘭縣,1728341,918,0.0118,15338,5,0.0229,2814270,1191,0.0394,4557949
2019年03月,新竹縣,1090392,437,0.0074,44960,3,0.067,142942,75,0.002,1278294
2019年03月,苗栗縣,2068367,1064,0.0141,1920,2,0.0029,60468,39,0.0008,2130755
2019年03月,彰化縣,27589765,19503,0.1876,25174,27,0.0375,3151256,2502,0.0442,30766195
2019年03月,南投縣,7502766,2903,0.051,11956,8,0.0178,46993,20,0.0007,7561715
2019年03月,雲林縣,19740233,7527,0.1342,6847,4,0.0102,8244392,7183,0.1155,27991472
2019年03月,嘉義縣,14339740,11125,0.0975,3254,5,0.0049,4924179,6481,0.069,19267173
2019年03月,屏東縣,29689226,18786,0.2019,14660,16,0.0219,28467487,8733,0.3989,58171373
2019年03月,台東縣,1101460,950,0.0075,0,0,0,939471,173,0.0132,2040931
2019年03月,花蓮縣,903966,794,0.0061,496,2,0.0007,692553,160,0.0097,1597015
2019年03月,基隆市,4978,6,0,0,0,0,4066,3,0.0001,9044
2019年03月,新竹市,569660,226,0.0039,0,0,0,126534,20,0.0018,696194
2019年03月,嘉義市,499561,410,0.0034,0,0,0,1492,2,0,501053
2019年03月,澎湖縣,82155,903,0.0006,0,0,0,215520,69,0.003,297675
2019年03月,金門縣,154781,1365,0.0011,947,2,0.0014,45846,21,0.0006,201574
2019年03月,連江縣,329,4,0,0,0,0,5263,2,0.0001,5592
2019年03月,合計,147042100,84429,1,670874,261,1,71357510,40096,1,219070484
2019年02月,新北市,1618046,771,0.011,124261,63,0.2566,359902,105,0.0051,2102209
2019年02月,台北市,425872,59,0.0029,4117,3,0.0085,35527,4,0.0005,465516
2019年02月,桃園市,2796158,871,0.019,8176,3,0.0169,442215,99,0.0062,3246549
2019年02月,台中市,11660100,3882,0.0791,33157,33,0.0685,311973,57,0.0044,12005230
2019年02月,台南市,15248172,3896,0.1035,22143,11,0.0457,10558409,7153,0.1486,25828724
2019年02月,高雄市,8679133,8244,0.0589,106881,49,0.2207,9942901,6029,0.14,18728915
2019年02月,宜蘭縣,1682639,947,0.0114,9833,2,0.0203,2487628,1193,0.035,4180100
2019年02月,新竹縣,959262,362,0.0065,23840,2,0.0492,168666,77,0.0024,1151768
2019年02月,苗栗縣,1895297,1061,0.0129,6373,3,0.0132,84083,37,0.0012,1985753
2019年02月,彰化縣,26901900,19554,0.1825,76793,19,0.1586,3084658,2526,0.0434,30063351
2019年02月,南投縣,8026855,3051,0.0545,43034,13,0.0889,52087,18,0.0007,8121976
2019年02月,雲林縣,20419812,7546,0.1386,6671,4,0.0138,7309359,7183,0.1029,27735842
2019年02月,嘉義縣,14527281,11007,0.0986,909,3,0.0019,4602703,6488,0.0648,19130893
2019年02月,屏東縣,29285487,18752,0.1987,16182,17,0.0334,29648808,8734,0.4174,58950477
2019年02月,台東縣,968164,946,0.0066,0,0,0,870933,172,0.0123,1839097
2019年02月,花蓮縣,833172,799,0.0057,254,1,0.0005,645141,165,0.0091,1478567
2019年02月,基隆市,7418,8,0.0001,0,0,0,5555,2,0.0001,12973
2019年02月,新竹市,568036,227,0.0039,0,0,0,149967,21,0.0021,718003
2019年02月,嘉義市,607134,475,0.0041,0,0,0,1390,1,0,608524
2019年02月,澎湖縣,83925,900,0.0006,0,0,0,233535,68,0.0033,317460
2019年02月,金門縣,180109,1364,0.0012,1629,2,0.0034,36365,21,0.0005,218103
2019年02月,連江縣,746,4,0,0,0,0,5900,2,0.0001,6646
2019年02月,合計,147374718,84726,1,484253,228,1,71037705,40155,1,218896676
2019年01月,新北市,1612436,693,0.0112,348219,86,0.4691,361121,97,0.0049,2321776
2019年01月,台北市,499301,73,0.0035,4124,3,0.0056,39623,7,0.0005,543048
2019年01月,桃園市,2580084,849,0.0179,8428,4,0.0114,441473,99,0.006,3029985
2019年01月,台中市,12569489,3689,0.087,37366,37,0.0503,324814,53,0.0044,12931669
2019年01月,台南市,14843331,3861,0.1027,22498,12,0.0303,11686337,7141,0.1585,26552166
2019年01月,高雄市,8979870,8402,0.0622,164716,46,0.2219,10518429,6036,0.1426,19663015
2019年01月,宜蘭縣,1659762,918,0.0115,13768,5,0.0185,2579175,1189,0.035,4252705
2019年01月,新竹縣,1134940,436,0.0079,56640,3,0.0763,147935,75,0.002,1339515
2019年01月,苗栗縣,1931390,1068,0.0134,1600,2,0.0022,62958,39,0.0009,1995948
2019年01月,彰化縣,27678710,19500,0.1916,25885,27,0.0349,3196438,2501,0.0433,30901033
2019年01月,南投縣,7976045,2901,0.0552,22793,8,0.0307,52813,21,0.0007,8051651
2019年01月,雲林縣,18558185,7527,0.1285,7490,4,0.0101,7580684,7188,0.1028,26146359
2019年01月,嘉義縣,12456558,11127,0.0862,2645,5,0.0036,4932658,6484,0.0669,17391861
2019年01月,屏東縣,28890371,18793,0.2,24058,16,0.0324,29942990,8747,0.406,58857419
2019年01月,台東縣,927445,947,0.0064,0,0,0,850607,170,0.0115,1778052
2019年01月,花蓮縣,873066,797,0.006,514,2,0.0007,599199,161,0.0081,1472779
2019年01月,基隆市,3734,6,0,0,0,0,4063,3,0.0001,7797
2019年01月,新竹市,555454,229,0.0038,0,0,0,146646,20,0.002,702100
2019年01月,嘉義市,499160,410,0.0035,0,0,0,1494,2,0,500654
2019年01月,澎湖縣,84564,905,0.0006,0,0,0,234454,69,0.0032,319018
2019年01月,金門縣,158640,1359,0.0011,1492,2,0.002,36932,21,0.0005,197064
2019年01月,連江縣,424,4,0,0,0,0,5720,2,0.0001,6144
2019年01月,合計,144472959,84494,1,742236,262,1,73746563,40125,1,218961758
2018年12月,新北市,1795682,771,0.0115,137630,64,0.2503,384812,105,0.0047,2318124
2018年12月,台北市,494037,59,0.0032,4369,3,0.0079,44103,4,0.0005,542509
2018年12月,桃園市,3025655,871,0.0194,7952,3,0.0145,442011,99,0.0054,3475618
2018年12月,台中市,13457646,3883,0.0863,35639,33,0.0648,368518,57,0.0045,13861803
2018年12月,台南市,15669703,3895,0.1005,13801,11,0.0251,14411685,7156,0.1765,30095189
2018年12月,高雄市,8596484,8251,0.0552,144491,49,0.2628,11674382,6031,0.143,20415357
2018年12月,宜蘭縣,1781763,944,0.0114,12101,2,0.022,2949836,1192,0.0361,4743700
2018年12月,新竹縣,1072225,362,0.0069,24480,2,0.0445,171918,77,0.0021,1268623
2018年12月,苗栗縣,2373621,1059,0.0152,5788,3,0.0105,92929,37,0.0011,2472338
