日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2019年05月,彰化縣,179147301,0.188,180469413,0.1894,38049586,0.0399,555372449,0.5827,953038749,0.053
2019年05月,南投縣,61884870,0.2743,55483327,0.246,8516059,0.0378,99689547,0.4419,225573803,0.0125
2019年05月,雲林縣,105560118,0.2218,76060729,0.1598,32609234,0.0685,261666259,0.5498,475896340,0.0265
2019年05月,嘉義縣,71458379,0.3032,49468577,0.2099,22830846,0.0969,91888236,0.3899,235646038,0.0131
2019年05月,屏東縣,134476695,0.3299,102388949,0.2512,63827359,0.1566,106918723,0.2623,407611726,0.0227
2019年05月,台東縣,28990223,0.3879,32450181,0.4342,2147737,0.0287,11153247,0.1492,74741388,0.0042
2019年05月,花蓮縣,46700335,0.2406,63068408,0.3249,1827471,0.0094,82527694,0.4251,194123908,0.0108
2019年05月,基隆市,47443380,0.4291,44803108,0.4052,10134,0.0001,18300798,0.1655,110557420,0.0061
2019年05月,新竹市,73813092,0.0858,106943237,0.1243,797978,0.0009,678545629,0.7889,860099936,0.0478
2019年05月,嘉義市,39114602,0.4079,48485794,0.5057,581137,0.0061,7705107,0.0804,95886640,0.0053
2019年05月,澎湖縣,14115579,0.3795,18438330,0.4957,327110,0.0088,4317979,0.1161,37198998,0.0021
2019年05月,金門縣,9935579,0.3955,11192194,0.4455,219761,0.0087,3774619,0.1503,25122153,0.0014
2019年05月,連江縣,2341821,0.408,2762344,0.4812,8921,0.0016,626927,0.1092,5740013,0.0003
2019年05月,合計,3520507350,0.1958,3986687303,0.2217,253102862,0.0141,10220268623,0.5684,17980566138,1
2019年04月,新北市,549619279,0.3718,446742619,0.3022,2117747,0.0014,479813022,0.3246,1478292667,0.0888
2019年04月,台北市,334554739,0.3021,722818693,0.6527,539708,0.0005,49588433,0.0448,1107501573,0.0665
2019年04月,桃園市,354120795,0.1595,343547014,0.1548,3404570,0.0015,1518537054,0.6841,2219609433,0.1333
2019年04月,台中市,397906146,0.1643,410763389,0.1696,13117755,0.0054,1600696685,0.6608,2422483975,0.1455
2019年04月,台南市,260990860,0.1239,249726160,0.1186,27162608,0.0129,1568129952,0.7446,2106009580,0.1265
2019年04月,高雄市,327897986,0.143,442242654,0.1928,19555013,0.0085,1503932534,0.6557,2293628187,0.1378
2019年04月,宜蘭縣,63727933,0.2608,60339276,0.247,5080963,0.0208,115184594,0.4714,244332766,0.0147
2019年04月,新竹縣,87195741,0.1126,76188793,0.0984,1210565,0.0016,609664802,0.7874,774259901,0.0465
2019年04月,苗栗縣,64606877,0.1172,53382221,0.0968,2294408,0.0042,431112675,0.7819,551396181,0.0331
2019年04月,彰化縣,168998892,0.1896,169467832,0.1902,33208989,0.0373,519488226,0.5829,891163939,0.0535
2019年04月,南投縣,71666815,0.3138,53049948,0.2323,8155928,0.0357,95475728,0.4181,228348419,0.0137
2019年04月,雲林縣,96738582,0.2208,64737096,0.1478,28987331,0.0662,247656826,0.5653,438119835,0.0263
2019年04月,嘉義縣,61637307,0.2881,43220229,0.202,19329174,0.0903,89751513,0.4195,213938223,0.0129
2019年04月,屏東縣,109461541,0.3049,90969958,0.2534,59909226,0.1669,98629581,0.2748,358970306,0.0216
2019年04月,台東縣,30550436,0.4209,29850520,0.4113,1877096,0.0259,10303631,0.142,72581683,0.0044
2019年04月,花蓮縣,48676182,0.2562,57306949,0.3016,1614529,0.0085,82392082,0.4337,189989742,0.0114
2019年04月,基隆市,55234582,0.491,39793708,0.3537,12688,0.0001,17462265,0.1552,112503243,0.0068
2019年04月,新竹市,61153691,0.0758,95456060,0.1184,779998,0.001,649043734,0.8048,806433483,0.0484
2019年04月,嘉義市,35378510,0.4235,40493065,0.4848,553767,0.0066,7104518,0.0851,83529860,0.005
2019年04月,澎湖縣,12026902,0.3958,14251861,0.469,291210,0.0096,3816950,0.1256,30386923,0.0018
2019年04月,金門縣,8415651,0.4161,8944095,0.4422,203791,0.0101,2662285,0.1316,20225822,0.0012
2019年04月,連江縣,1889146,0.368,2630292,0.5123,7118,0.0014,607539,0.1183,5134095,0.0003
2019年04月,合計,3202448593,0.1924,3515922432,0.2112,229414182,0.0138,9701054629,0.5827,16648839836,1
2019年03月,新北市,557974921,0.3766,450136489,0.3038,2074939,0.0014,471521449,0.3182,1481707798,0.0894
2019年03月,台北市,353535732,0.3206,695577522,0.6308,542609,0.0005,52969004,0.048,1102624867,0.0665
2019年03月,桃園市,305723767,0.1423,319247046,0.1486,2923947,0.0014,1520481195,0.7077,2148375955,0.1296
2019年03月,台中市,401601395,0.1651,400373949,0.1646,12429337,0.0051,1618167280,0.6652,2432571961,0.1467
2019年03月,台南市,259582634,0.1252,234949865,0.1133,24600839,0.0119,1554439764,0.7496,2073573102,0.1251
2019年03月,高雄市,413224836,0.1744,423430400,0.1787,19424809,0.0082,1513768210,0.6388,2369848255,0.143
2019年03月,宜蘭縣,63130953,0.2396,61828811,0.2347,4557949,0.0173,133946429,0.5084,263464142,0.0159
2019年03月,新竹縣,79033184,0.1046,70246161,0.093,1278294,0.0017,604853591,0.8007,755411230,0.0456
2019年03月,苗栗縣,74585402,0.14,52723859,0.099,2130755,0.004,403297626,0.757,532737642,0.0321
2019年03月,彰化縣,170627516,0.1937,161563476,0.1834,30766195,0.0349,517891660,0.5879,880848847,0.0531
2019年03月,南投縣,59641299,0.2852,49973604,0.2389,7561715,0.0362,91967039,0.4397,209143657,0.0126
2019年03月,雲林縣,97559360,0.2228,65628534,0.1499,27991472,0.0639,246614708,0.5633,437794074,0.0264
2019年03月,嘉義縣,68428877,0.3041,41774175,0.1856,19267173,0.0856,95550248,0.4246,225020473,0.0136
2019年03月,屏東縣,120909249,0.3316,89655936,0.2459,58171373,0.1595,95930546,0.2631,364667104,0.022
2019年03月,台東縣,27905907,0.3999,28933140,0.4147,2040931,0.0292,10895874,0.1562,69775852,0.0042
2019年03月,花蓮縣,44328931,0.2428,56384407,0.3089,1597015,0.0087,80230366,0.4395,182540719,0.011
2019年03月,基隆市,48228844,0.4683,38081609,0.3698,9044,0.0001,16667263,0.1618,102986760,0.0062
2019年03月,新竹市,69513234,0.0868,90656177,0.1132,696194,0.0009,640257597,0.7992,801123202,0.0483
2019年03月,嘉義市,35728025,0.4292,40155877,0.4824,501053,0.006,6848930,0.0823,83233885,0.005
2019年03月,澎湖縣,13311368,0.4131,14889871,0.4621,297675,0.0092,3722772,0.1155,32221686,0.0019
2019年03月,金門縣,10171530,0.4595,9472468,0.428,201574,0.0091,2288941,0.1034,22134513,0.0013
2019年03月,連江縣,2451980,0.4394,2504506,0.4488,5592,0.001,618699,0.1109,5580777,0.0003
2019年03月,合計,3277198944,0.1977,3398187882,0.205,219070484,0.0132,9682929191,0.5841,16577386501,1
2019年02月,新北市,552182772,0.4104,402700480,0.2993,2102209,0.0016,388499754,0.2887,1345485215,0.0923
2019年02月,台北市,338095776,0.3392,615405369,0.6174,465516,0.0005,42855962,0.043,996822623,0.0684
2019年02月,桃園市,356089544,0.187,298705247,0.1568,3246549,0.0017,1246679977,0.6545,1904721317,0.1307
2019年02月,台中市,396046056,0.1863,364711790,0.1716,12005230,0.0056,1352950122,0.6365,2125713198,0.1458
2019年02月,台南市,258971782,0.142,223961814,0.1228,25828724,0.0142,1314936931,0.721,1823699251,0.1251
2019年02月,高雄市,322525419,0.16,381673495,0.1893,18728915,0.0093,1293254378,0.6414,2016182207,0.1383
2019年02月,宜蘭縣,66937576,0.3087,54467131,0.2512,4180100,0.0193,91221815,0.4208,216806622,0.0149
2019年02月,新竹縣,85689623,0.127,69627047,0.1032,1151768,0.0017,518283629,0.7681,674752067,0.0463
2019年02月,苗栗縣,64397131,0.1467,47564601,0.1083,1985753,0.0045,325134934,0.7405,439082419,0.0301
2019年02月,彰化縣,164535647,0.2177,152980514,0.2024,30063351,0.0398,408377414,0.5402,755956926,0.0519
2019年02月,南投縣,69352581,0.3545,47456922,0.2426,8121976,0.0415,70676375,0.3613,195607854,0.0134
2019年02月,雲林縣,90703742,0.2381,56061513,0.1472,27735842,0.0728,206473734,0.542,380974831,0.0261
2019年02月,嘉義縣,60777465,0.3315,36473132,0.1989,19130893,0.1043,66978888,0.3653,183360378,0.0126
2019年02月,屏東縣,107001042,0.3303,80793817,0.2494,58950477,0.182,77227796,0.2384,323973132,0.0222
2019年02月,台東縣,30391231,0.4482,26345076,0.3885,1839097,0.0271,9231685,0.1361,67807089,0.0047
2019年02月,花蓮縣,49231747,0.278,51260880,0.2895,1478567,0.0083,75122187,0.4242,177093381,0.0122
2019年02月,基隆市,54577151,0.5281,34384357,0.3327,12973,0.0001,14369785,0.139,103344266,0.0071
2019年02月,新竹市,61821817,0.0864,79042434,0.1105,718003,0.001,573807193,0.8021,715389447,0.0491
2019年02月,嘉義市,35389709,0.4581,35322738,0.4573,608524,0.0079,5928344,0.0767,77249315,0.0053
2019年02月,澎湖縣,11608353,0.4196,12278024,0.4438,317460,0.0115,3462711,0.1252,27666548,0.0019
2019年02月,金門縣,8510483,0.4599,7762524,0.4195,218103,0.0118,2014397,0.1089,18505507,0.0013
2019年02月,連江縣,2081052,0.3913,2667450,0.5015,6646,0.0012,563558,0.106,5318706,0.0004
2019年02月,合計,3186917699,0.2186,3081646355,0.2114,218896676,0.015,8088051569,0.5549,14575512299,1
2019年01月,新北市,553429935,0.3665,487093470,0.3226,2321776,0.0015,467165077,0.3094,1510010258,0.091
2019年01月,台北市,358179967,0.3166,714973678,0.632,543048,0.0005,57513110,0.0508,1131209803,0.0682
2019年01月,桃園市,293209109,0.1345,367476595,0.1685,3029985,0.0014,1516634248,0.6956,2180349937,0.1314
2019年01月,台中市,402854536,0.1669,425589299,0.1763,12931669,0.0054,1573093523,0.6515,2414469027,0.1455
2019年01月,台南市,259323202,0.1247,323935059,0.1557,26552166,0.0128,1470104316,0.7068,2079914743,0.1253
2019年01月,高雄市,431364517,0.1815,435363718,0.1832,19663015,0.0083,1490493841,0.6271,2376885091,0.1432
2019年01月,宜蘭縣,62690453,0.2382,65580386,0.2492,4252705,0.0162,130611488,0.4964,263135032,0.0159
2019年01月,新竹縣,75670638,0.1004,86262679,0.1145,1339515,0.0018,590315008,0.7833,753587840,0.0454
2019年01月,苗栗縣,72468036,0.1406,57372175,0.1113,1995948,0.0039,383542893,0.7442,515379052,0.0311
2019年01月,彰化縣,163665818,0.1879,175026586,0.2009,30901033,0.0355,501612058,0.5758,871205495,0.0525
2019年01月,南投縣,58752131,0.2788,53836693,0.2555,8051651,0.0382,90101948,0.4275,210742423,0.0127
2019年01月,雲林縣,91036914,0.2125,67761517,0.1581,26146359,0.061,243557257,0.5684,428502047,0.0258
2019年01月,嘉義縣,64790187,0.3101,42671939,0.2043,17391861,0.0833,84052989,0.4023,208906976,0.0126
2019年01月,屏東縣,122217102,0.3315,91179258,0.2473,58857419,0.1597,96393069,0.2615,368646848,0.0222
2019年01月,台東縣,27487368,0.4037,27792849,0.4082,1778052,0.0261,11035615,0.1621,68093884,0.0041
2019年01月,花蓮縣,43755366,0.2438,82149589,0.4577,1472779,0.0082,52087368,0.2902,179465102,0.0108
2019年01月,基隆市,45491581,0.4453,41268324,0.4039,7797,0.0001,15397021,0.1507,102164723,0.0062
2019年01月,新竹市,68493095,0.0865,91720861,0.1158,702100,0.0009,631074774,0.7968,791990830,0.0477
2019年01月,嘉義市,35751603,0.4254,40825582,0.4857,500654,0.006,6973446,0.083,84051285,0.0051
2019年01月,澎湖縣,13280256,0.4048,15557824,0.4742,319018,0.0097,3652499,0.1113,32809597,0.002
2019年01月,金門縣,9259756,0.4373,9312642,0.4398,197064,0.0093,2406267,0.1136,21175729,0.0013
2019年01月,連江縣,2393610,0.4229,2656475,0.4694,6144,0.0011,603486,0.1066,5659715,0.0003
2019年01月,合計,3255565180,0.1961,3705407198,0.2232,218961758,0.0132,9418421301,0.5674,16598355437,1
2018年12月,新北市,549464883,0.3652,467585038,0.3108,2318124,0.0015,485098220,0.3224,1504466265,0.0894
2018年12月,台北市,342560002,0.3034,734458244,0.6506,542509,0.0005,51418018,0.0455,1128978773,0.0671
2018年12月,桃園市,341572650,0.1527,349528707,0.1562,3475618,0.0016,1542984704,0.6896,2237561679,0.133
2018年12月,台中市,417044952,0.1703,428406856,0.1749,13861803,0.0057,1590248481,0.6492,2449562092,0.1456
2018年12月,台南市,276991416,0.1312,264590757,0.1253,30095189,0.0143,1539372727,0.7292,2111050089,0.1255
2018年12月,高雄市,366796512,0.155,449468739,0.19,20415357,0.0086,1528991117,0.6463,2365671725,0.1406
2018年12月,宜蘭縣,63545986,0.2479,61886660,0.2414,4743700,0.0185,126195761,0.4922,256372107,0.0152
2018年12月,新竹縣,85134499,0.1091,81077235,0.1039,1268623,0.0016,612749871,0.7853,780230228,0.0464
2018年12月,苗栗縣,64848131,0.1246,56023542,0.1076,2472338,0.0047,397249669,0.7631,520593680,0.0309
2018年12月,彰化縣,170504891,0.1925,173271054,0.1957,35226566,0.0398,506554930,0.572,885557441,0.0526
2018年12月,南投縣,73518427,0.3153,54932990,0.2356,9000565,0.0386,95746712,0.4106,233198694,0.0139
2018年12月,雲林縣,93691200,0.2157,66252011,0.1526,29497553,0.0679,244854818,0.5638,434295582,0.0258
2018年12月,嘉義縣,61777354,0.2758,43700998,0.1951,19831828,0.0885,98663806,0.4405,223973986,0.0133
2018年12月,屏東縣,116558015,0.3164,93205238,0.253,59793314,0.1623,98796435,0.2682,368353002,0.0219
2018年12月,台東縣,31477036,0.4249,29968286,0.4045,1932446,0.0261,10703927,0.1445,74081695,0.0044
2018年12月,花蓮縣,48764628,0.2476,58242355,0.2957,1683866,0.0085,88277262,0.4482,196968111,0.0117
2018年12月,基隆市,52441152,0.4738,41055557,0.3709,9757,0.0001,17180993,0.1552,110687459,0.0066
2018年12月,新竹市,61039010,0.0766,94499837,0.1186,749027,0.0009,640706804,0.8039,796994678,0.0474
2018年12月,嘉義市,37770676,0.434,41323506,0.4748,606808,0.007,7337793,0.0843,87038783,0.0052
2018年12月,澎湖縣,12435965,0.4045,14395862,0.4683,333756,0.0109,3574721,0.1163,30740304,0.0018
2018年12月,金門縣,7875997,0.4012,9074253,0.4623,200271,0.0102,2479288,0.1263,19629809,0.0012
2018年12月,連江縣,1738211,0.3449,2692935,0.5344,7934,0.0016,600505,0.1192,5039585,0.0003
2018年12月,合計,3277551593,0.1948,3615640660,0.2149,238066952,0.0142,9689786562,0.5761,16821045767,1
2018年11月,新北市,652100460,0.3879,520999634,0.3099,2422075,0.0014,505616679,0.3008,1681138848,0.0948
2018年11月,台北市,424190360,0.332,792205629,0.6201,560856,0.0004,60636049,0.0475,1277592894,0.0721
2018年11月,桃園市,321955177,0.1435,359469313,0.1602,3277692,0.0015,1559307721,0.6949,2244009903,0.1266
2018年11月,台中市,485190891,0.1903,464919236,0.1824,14480945,0.0057,1584730820,0.6216,2549321892,0.1438
2018年11月,台南市,314319033,0.1453,275941829,0.1276,31987936,0.0148,1540969579,0.7124,2163218377,0.122
2018年11月,高雄市,531726270,0.206,471873747,0.1828,20896592,0.0081,1557305423,0.6032,2581802032,0.1456
2018年11月,宜蘭縣,69576670,0.2597,68806258,0.2568,5139439,0.0192,124368667,0.4643,267891034,0.0151
2018年11月,新竹縣,86504961,0.1104,78299269,0.0999,1503370,0.0019,617531181,0.7878,783838781,0.0442
2018年11月,苗栗縣,85836900,0.1612,59976641,0.1127,2533451,0.0048,383992612,0.7213,532339604,0.03
2018年11月,彰化縣,195753898,0.2114,173917909,0.1878,36454251,0.0394,519766413,0.5614,925892471,0.0522
2018年11月,南投縣,65069619,0.2881,54315710,0.2405,9123883,0.0404,97332844,0.431,225842056,0.0127
2018年11月,雲林縣,111663032,0.2367,74336914,0.1576,30174766,0.064,255587899,0.5418,471762611,0.0266
2018年11月,嘉義縣,77023101,0.3092,47281035,0.1898,21562694,0.0866,103199375,0.4143,249066205,0.014
2018年11月,屏東縣,141157931,0.3553,98050850,0.2468,59048568,0.1486,99067637,0.2493,397324986,0.0224
2018年11月,台東縣,30902517,0.4151,30957111,0.4158,1708898,0.023,10875459,0.1461,74443985,0.0042
2018年11月,花蓮縣,50223718,0.253,61640159,0.3105,1709268,0.0086,84930184,0.4279,198503329,0.0112
2018年11月,基隆市,51721179,0.4583,43804035,0.3881,7329,0.0001,17324237,0.1535,112856780,0.0064
2018年11月,新竹市,80211388,0.0969,101624173,0.1228,824892,0.001,644889728,0.7793,827550181,0.0467
2018年11月,嘉義市,43153741,0.4423,46522829,0.4769,586396,0.006,7293666,0.0748,97556632,0.0055
2018年11月,澎湖縣,15607520,0.429,16870236,0.4637,328613,0.009,3576756,0.0983,36383125,0.0021
2018年11月,金門縣,10501981,0.4181,11013176,0.4385,218409,0.0087,3383585,0.1347,25117151,0.0014
2018年11月,連江縣,2301371,0.4149,2646014,0.477,7470,0.0013,591847,0.1067,5546702,0.0003
2018年11月,合計,3846691718,0.217,3855471707,0.2175,244557793,0.0138,9782278361,0.5518,17728999579,1
2018年10月,新北市,818327506,0.4332,537996355,0.2848,2664826,0.0014,530131344,0.2806,1889120031,0.0996
2018年10月,台北市,518891350,0.3681,834458055,0.592,596338,0.0004,55674492,0.0395,1409620235,0.0743
2018年10月,桃園市,477416325,0.1922,396215447,0.1595,4200865,0.0017,1606037635,0.6466,2483870272,0.131
2018年10月,台中市,554218549,0.2056,481723369,0.1787,15508680,0.0058,1644269296,0.61,2695719894,0.1422
2018年10月,台南市,355971530,0.1557,295430545,0.1292,34418154,0.0151,1600648952,0.7001,2286469181,0.1206
2018年10月,高雄市,449361484,0.175,486763229,0.1896,20683416,0.0081,1610997385,0.6274,2567805514,0.1354
2018年10月,宜蘭縣,89205168,0.3002,69335533,0.2333,6147620,0.0207,132504079,0.4459,297192400,0.0157
2018年10月,新竹縣,122711359,0.1426,89822807,0.1043,1572901,0.0018,646718006,0.7513,860825073,0.0454
2018年10月,苗栗縣,92014325,0.1573,62631888,0.107,2564815,0.0044,427883748,0.7313,585094776,0.0309
2018年10月,彰化縣,229029767,0.2298,187252617,0.1879,41096626,0.0412,539266991,0.5411,996646001,0.0526
2018年10月,南投縣,86897905,0.3337,59701645,0.2293,9920470,0.0381,103858649,0.3989,260378669,0.0137
2018年10月,雲林縣,120265136,0.2426,73524504,0.1483,33663036,0.0679,268304002,0.5412,495756678,0.0261
2018年10月,嘉義縣,77651716,0.3102,48297175,0.1929,23119780,0.0924,101268690,0.4045,250337361,0.0132
2018年10月,屏東縣,134974323,0.3429,100152511,0.2544,57989489,0.1473,100553377,0.2554,393669700,0.0208
2018年10月,台東縣,39426640,0.4571,34212636,0.3967,1684915,0.0195,10921734,0.1266,86245925,0.0045
2018年10月,花蓮縣,64998348,0.2991,64552243,0.2971,1795857,0.0083,85943755,0.3955,217290203,0.0115
2018年10月,基隆市,76172530,0.536,47427336,0.3337,11552,0.0001,18497348,0.1302,142108766,0.0075
2018年10月,新竹市,91050626,0.1048,108159300,0.1245,900654,0.001,668827054,0.7697,868937634,0.0458
2018年10月,嘉義市,49092003,0.4694,47521357,0.4544,656338,0.0063,7319715,0.07,104589413,0.0055
2018年10月,澎湖縣,16314141,0.4453,16174262,0.4415,373317,0.0102,3772726,0.103,36634446,0.0019
2018年10月,金門縣,11394743,0.4359,10861099,0.4155,269049,0.0103,3616204,0.1383,26141095,0.0014
2018年10月,連江縣,2320659,0.3781,3191083,0.5199,9547,0.0016,616293,0.1004,6137582,0.0003
2018年10月,合計,4477706133,0.2362,4055404996,0.2139,259848245,0.0137,10167631475,0.5363,18960590849,1
2018年09月,新北市,968438171,0.4462,638033889,0.294,2958940,0.0014,560896789,0.2584,2170327789,0.1088
2018年09月,台北市,629975211,0.3801,955555369,0.5765,681525,0.0004,71207136,0.043,1657419241,0.0831
2018年09月,桃園市,450077751,0.1789,430725550,0.1712,4226348,0.0017,1630461848,0.6482,2515491497,0.1261
2018年09月,台中市,626976758,0.2239,531558411,0.1898,16292931,0.0058,1625336013,0.5804,2800164113,0.1403
2018年09月,台南市,380688772,0.1653,303307203,0.1317,36467016,0.0158,1582328070,0.6871,2302791061,0.1154
2018年09月,高雄市,622517195,0.2342,505008377,0.19,21438199,0.0081,1508976752,0.5677,2657940523,0.1332
2018年09月,宜蘭縣,99416974,0.3146,84963805,0.2688,7324353,0.0232,124335438,0.3934,316040570,0.0158
2018年09月,新竹縣,124165342,0.1419,91377890,0.1045,2091291,0.0024,657154504,0.7512,874789027,0.0438
2018年09月,苗栗縣,123171084,0.1949,70775246,0.112,2826351,0.0045,435349937,0.6887,632122618,0.0317
2018年09月,彰化縣,249785941,0.2492,190091826,0.1896,44628028,0.0445,517896016,0.5167,1002401811,0.0502
2018年09月,南投縣,74775826,0.3075,60244393,0.2477,9155446,0.0376,99006001,0.4071,243181666,0.0122
2018年09月,雲林縣,137936390,0.2659,83577977,0.1611,36706985,0.0708,260597703,0.5023,518819055,0.026
2018年09月,嘉義縣,93572036,0.3555,53167657,0.202,24106852,0.0916,92338329,0.3508,263184874,0.0132
2018年09月,屏東縣,160305391,0.3805,105693105,0.2509,57611227,0.1368,97637848,0.2318,421247571,0.0211
2018年09月,台東縣,38564858,0.4371,37077361,0.4202,1943215,0.022,10649016,0.1207,88234450,0.0044
2018年09月,花蓮縣,65704275,0.2981,72531827,0.3291,2068590,0.0094,80082061,0.3634,220386753,0.011
2018年09月,基隆市,73761507,0.501,54441844,0.3698,9273,0.0001,19004320,0.1291,147216944,0.0074
2018年09月,新竹市,119570460,0.1304,121315294,0.1323,1000926,0.0011,675392370,0.7363,917279050,0.046
2018年09月,嘉義市,53972778,0.4687,53317105,0.463,625331,0.0054,7236200,0.0628,115151414,0.0058
2018年09月,澎湖縣,21009502,0.4486,21498223,0.459,413749,0.0088,3916144,0.0836,46837618,0.0023
2018年09月,金門縣,14854742,0.4463,14080231,0.423,305749,0.0092,4047176,0.1216,33287898,0.0017
2018年09月,連江縣,3228245,0.4346,3520757,0.4739,11785,0.0016,667995,0.0899,7428782,0.0004
2018年09月,合計,5132469209,0.2572,4481863340,0.2246,272894110,0.0137,10064517666,0.5044,19951744325,1
2018年08月,新北市,916764114,0.4357,602559973,0.2864,2894448,0.0014,581740291,0.2765,2103958826,0.1037
2018年08月,台北市,586625078,0.3646,960370332,0.5969,730183,0.0005,61239109,0.0381,1608964702,0.0793
2018年08月,桃園市,534088690,0.195,448291099,0.1637,5148922,0.0019,1751050554,0.6394,2738579265,0.135
2018年08月,台中市,607779554,0.2138,517732816,0.1822,16472957,0.0058,1700136187,0.5982,2842121514,0.1401
2018年08月,台南市,389978024,0.1627,309428096,0.1291,37454538,0.0156,1659759984,0.6925,2396620642,0.1181
2018年08月,高雄市,492100914,0.1912,501827858,0.195,21241423,0.0083,1558812979,0.6056,2573983174,0.1269
2018年08月,宜蘭縣,96257442,0.2955,80260622,0.2464,7255525,0.0223,141944593,0.4358,325718182,0.0161
2018年08月,新竹縣,137731822,0.1474,101752716,0.1089,1935011,0.0021,692765458,0.7416,934185007,0.0461
2018年08月,苗栗縣,103890803,0.1621,69616840,0.1086,3217743,0.005,464170379,0.7243,640895765,0.0316
2018年08月,彰化縣,248919770,0.2353,199443293,0.1885,47845724,0.0452,561885828,0.531,1058094615,0.0522
2018年08月,南投縣,92109388,0.3379,63878896,0.2343,9739436,0.0357,106889040,0.3921,272616760,0.0134
2018年08月,雲林縣,131880593,0.2544,79282367,0.1529,39221098,0.0756,268072436,0.5171,518456494,0.0256
2018年08月,嘉義縣,83688918,0.3257,51704061,0.2012,25443947,0.099,96115844,0.3741,256952770,0.0127
2018年08月,屏東縣,147659525,0.3551,104991744,0.2525,61269560,0.1473,101921068,0.2451,415841897,0.0205
2018年08月,台東縣,43141562,0.4565,38498729,0.4073,2004746,0.0212,10869073,0.115,94514110,0.0047
2018年08月,花蓮縣,70187933,0.3237,70990804,0.3274,2301109,0.0106,73332167,0.3382,216812013,0.0107
2018年08月,基隆市,80583031,0.523,53446518,0.3469,13759,0.0001,20040875,0.1301,154084183,0.0076
2018年08月,新竹市,105360933,0.112,121236691,0.1288,1068914,0.0011,713255473,0.758,940922011,0.0464
2018年08月,嘉義市,53665328,0.4721,51491069,0.453,745402,0.0066,7776324,0.0684,113678123,0.0056
2018年08月,澎湖縣,17570284,0.422,19077969,0.4582,454662,0.0109,4534232,0.1089,41637147,0.0021
2018年08月,金門縣,11943889,0.4047,12708894,0.4306,328854,0.0111,4534745,0.1536,29516382,0.0015
2018年08月,連江縣,2485068,0.3573,3740530,0.5377,8959,0.0013,721498,0.1037,6956055,0.0003
2018年08月,合計,4954412663,0.2442,4462331917,0.22,286796920,0.0141,10581568137,0.5216,20285109637,1
2018年07月,新北市,835853651,0.4119,619045669,0.3051,2797669,0.0014,571541090,0.2817,2029238079,0.1014
2018年07月,台北市,547191919,0.3456,965315106,0.6098,718813,0.0005,69884364,0.0441,1583110202,0.0791
2018年07月,桃園市,395057167,0.1548,430607135,0.1687,4337056,0.0017,1722222475,0.6748,2552223833,0.1276
2018年07月,台中市,590046326,0.208,526317834,0.1855,15840441,0.0056,1704844183,0.6009,2837048784,0.1418
2018年07月,台南市,380965350,0.16,309881921,0.1302,35038582,0.0147,1654916454,0.6951,2380802307,0.119
2018年07月,高雄市,632237650,0.2332,510758874,0.1884,20891416,0.0077,1547642097,0.5708,2711530037,0.1355
2018年07月,宜蘭縣,83750717,0.2737,82377115,0.2692,7158370,0.0234,132689754,0.4337,305975956,0.0153
2018年07月,新竹縣,106649287,0.1187,92182790,0.1026,2068838,0.0023,697266492,0.7763,898167407,0.0449
2018年07月,苗栗縣,108947328,0.1691,70257130,0.109,3395967,0.0053,461701873,0.7166,644302298,0.0322
2018年07月,彰化縣,233081177,0.228,188583402,0.1845,44444016,0.0435,556280923,0.5441,1022389518,0.0511
2018年07月,南投縣,71939798,0.2925,60488369,0.2459,9093596,0.037,104423354,0.4246,245945117,0.0123
2018年07月,雲林縣,136529769,0.2598,83417415,0.1587,38117786,0.0725,267474369,0.509,525539339,0.0263
2018年07月,嘉義縣,92883433,0.3486,53045318,0.1991,24874880,0.0933,95675533,0.359,266479164,0.0133
2018年07月,屏東縣,165992453,0.3808,106784681,0.245,60667284,0.1392,102456536,0.235,435900954,0.0218
2018年07月,台東縣,36009835,0.4141,37846654,0.4352,2211543,0.0254,10894997,0.1253,86963029,0.0043
2018年07月,花蓮縣,58061526,0.2664,70507534,0.3235,2116155,0.0097,87292900,0.4005,217978115,0.0109
2018年07月,基隆市,59907782,0.4535,53160419,0.4024,8967,0.0001,19036875,0.1441,132114043,0.0066
2018年07月,新竹市,104702660,0.1122,121723900,0.1305,977840,0.001,705401661,0.7562,932806061,0.0466
2018年07月,嘉義市,53039904,0.4604,53988230,0.4686,720935,0.0063,7462085,0.0648,115211154,0.0058
2018年07月,澎湖縣,18863417,0.4145,21576835,0.4741,415331,0.0091,4654004,0.1023,45509587,0.0023
2018年07月,金門縣,12436694,0.4011,13748802,0.4435,287627,0.0093,4530140,0.1461,31003263,0.0015
2018年07月,連江縣,2722655,0.401,3381282,0.498,6968,0.001,678610,0.0999,6789515,0.0003
2018年07月,合計,4726870498,0.2363,4474996415,0.2237,276190080,0.0138,10528970769,0.5263,20007027762,1
2018年06月,新北市,661424478,0.3806,542852405,0.3124,2532439,0.0015,531065762,0.3056,1737875084,0.0943
2018年06月,台北市,424575580,0.3135,874105035,0.6454,686771,0.0005,54914280,0.0405,1354281666,0.0735
2018年06月,桃園市,397385330,0.1614,407283290,0.1654,4202132,0.0017,1653589147,0.6715,2462459899,0.1336
