日期,縣市,住宅部門售電量(度),住宅部門用電佔比(%),服務業部門(含包燈)(度),服務業部門(含包燈)用電佔比(%),農林漁牧售電量(度),農林漁牧用電佔比(%),工業部門售電量(度),工業部門用電佔比(%),合計售電量(度),縣市用電佔比(%)
2017年12月,新竹市,65790385,0.0836,96286789,0.1224,616531,0.0008,624197242,0.7932,786890947,0.0469
2017年12月,嘉義市,39872397,0.4522,41068670,0.4658,493929,0.0056,6735511,0.0764,88170507,0.0053
2017年12月,澎湖縣,12586283,0.4424,11999969,0.4218,381078,0.0134,3479539,0.1223,28446869,0.0017
2017年12月,金門縣,8112571,0.4124,9221763,0.4688,240344,0.0122,2096117,0.1066,19670795,0.0012
2017年12月,連江縣,1676367,0.3484,2682626,0.5576,14299,0.003,438093,0.0911,4811385,0.0003
2017年12月,合計,3470330967,0.2067,3650196830,0.2174,238866038,0.0142,9431217294,0.5617,16790611129,1
2017年11月,新北市,794217250,0.428,608894459,0.3281,1728287,0.0009,450913375,0.243,1855753371,0.1003
2017年11月,台北市,525126640,0.3743,841195246,0.5996,1541334,0.0011,35112459,0.025,1402975679,0.0758
2017年11月,桃園市,374071267,0.1584,392306100,0.1661,2449287,0.001,1592473445,0.6744,2361300099,0.1276
2017年11月,台中市,574534748,0.2229,579410084,0.2248,13989202,0.0054,1409903194,0.5469,2577837228,0.1393
2017年11月,台南市,373179371,0.1673,273891671,0.1228,36156972,0.0162,1547457799,0.6937,2230685813,0.1206
2017年11月,高雄市,622493386,0.2415,488836625,0.1897,21223459,0.0082,1444764153,0.5606,2577317623,0.1393
2017年11月,宜蘭縣,80145807,0.2892,69427824,0.2505,5771477,0.0208,121765622,0.4394,277110730,0.015
2017年11月,新竹縣,102406586,0.126,78483428,0.0965,1627827,0.002,630393262,0.7755,812911103,0.0439
2017年11月,苗栗縣,104001111,0.1617,65701583,0.1022,2450333,0.0038,470967207,0.7323,643120234,0.0348
2017年11月,彰化縣,226987804,0.2392,180916694,0.1906,37818137,0.0398,503411345,0.5304,949133980,0.0513
2017年11月,南投縣,72187147,0.3119,55434579,0.2395,9991897,0.0432,93830168,0.4054,231443791,0.0125
2017年11月,雲林縣,130768506,0.2721,72955006,0.1518,33993311,0.0707,242801483,0.5053,480518306,0.026
2017年11月,嘉義縣,90086564,0.3615,49736295,0.1996,21307009,0.0855,88070366,0.3534,249200234,0.0135
2017年11月,屏東縣,161813700,0.3846,97333729,0.2314,62641963,0.1489,98891594,0.2351,420680986,0.0227
2017年11月,台東縣,34628224,0.4381,31616725,0.4,2508049,0.0317,10280151,0.1301,79033149,0.0043
2017年11月,花蓮縣,57332957,0.275,62200741,0.2984,2592268,0.0124,86333157,0.4141,208459123,0.0113
2017年11月,基隆市,60100834,0.4865,46583814,0.3771,8300,0.0001,16833543,0.1363,123526491,0.0067
2017年11月,新竹市,98063615,0.1169,109873309,0.131,700186,0.0008,630171971,0.7513,838809081,0.0453
2017年11月,嘉義市,51689119,0.4757,49378699,0.4544,522881,0.0048,7078367,0.0651,108669066,0.0059
2017年11月,澎湖縣,18003139,0.4715,16271683,0.4261,420623,0.011,3491013,0.0914,38186458,0.0021
2017年11月,金門縣,12040163,0.4404,12271789,0.4489,297619,0.0109,2728032,0.0998,27337603,0.0015
2017年11月,連江縣,2408249,0.4187,2866508,0.4984,14728,0.0026,461914,0.0803,5751399,0.0003
2017年11月,合計,4566286187,0.2468,4185586591,0.2263,259755149,0.014,9488133620,0.5129,18499761547,1
2017年10月,新北市,942089131,0.4569,639318398,0.31,2024202,0.001,478580769,0.2321,2062012500,0.1041
2017年10月,台北市,618110397,0.3931,913927685,0.5812,1733940,0.0011,38688013,0.0246,1572460035,0.0794
2017年10月,桃園市,534716002,0.2021,442259449,0.1671,3197324,0.0012,1665890130,0.6296,2646062905,0.1336
2017年10月,台中市,628745932,0.2324,614723494,0.2272,16030916,0.0059,1446480936,0.5345,2705981278,0.1367
2017年10月,台南市,417429249,0.1752,309252675,0.1298,42080055,0.0177,1613934159,0.6774,2382696138,0.1203
2017年10月,高雄市,529392788,0.2081,531710231,0.209,23591415,0.0093,1459194137,0.5736,2543888571,0.1285
2017年10月,宜蘭縣,96439151,0.3108,73651103,0.2374,7458988,0.024,132732538,0.4278,310281780,0.0157
2017年10月,新竹縣,136189184,0.1503,96812939,0.1069,2097028,0.0023,670717657,0.7405,905816808,0.0457
2017年10月,苗栗縣,104194239,0.1655,70203192,0.1115,2856216,0.0045,452135625,0.7184,629389272,0.0318
2017年10月,彰化縣,252950144,0.2485,200318038,0.1968,47999537,0.0472,516488394,0.5075,1017756113,0.0514
2017年10月,南投縣,94018933,0.3495,63565977,0.2363,11836632,0.044,99569041,0.3702,268990583,0.0136
2017年10月,雲林縣,135146603,0.2627,74854500,0.1455,40990316,0.0797,263466637,0.5121,514458056,0.026
2017年10月,嘉義縣,88463696,0.3463,52149565,0.2041,25873590,0.1013,88988381,0.3483,255475232,0.0129
2017年10月,屏東縣,153886962,0.3641,102325846,0.2421,68408808,0.1619,98003361,0.2319,422624977,0.0213
2017年10月,台東縣,42293424,0.4642,35671892,0.3915,2775429,0.0305,10375263,0.1139,91116008,0.0046
2017年10月,花蓮縣,72366414,0.3159,66895499,0.292,3138480,0.0137,86669409,0.3784,229069802,0.0116
2017年10月,基隆市,84602124,0.5428,52402993,0.3362,9741,0.0001,18851821,0.1209,155866679,0.0079
2017年10月,新竹市,105782038,0.1181,122252564,0.1365,926369,0.001,666534261,0.7443,895495232,0.0452
2017年10月,嘉義市,57163046,0.4837,52724051,0.4461,664581,0.0056,7636324,0.0646,118188002,0.006
2017年10月,澎湖縣,17549170,0.4625,16070520,0.4235,506949,0.0134,3817639,0.1006,37944278,0.0019
2017年10月,金門縣,12183815,0.4288,12742699,0.4484,356124,0.0125,3133312,0.1103,28415950,0.0014
2017年10月,連江縣,2438831,0.3716,3554632,0.5417,23567,0.0036,545526,0.0831,6562556,0.0003
2017年10月,合計,5126151273,0.2589,4547387942,0.2297,304580207,0.0154,9822433333,0.4961,19800552755,1
2017年09月,新北市,998251487,0.4553,698796639,0.3187,1994183,0.0009,493285637,0.225,2192327946,0.1091
2017年09月,台北市,664353187,0.3905,995616171,0.5852,1876966,0.0011,39466989,0.0232,1701313313,0.0847
2017年09月,桃園市,451249586,0.1732,453050917,0.1739,3149681,0.0012,1697383727,0.6516,2604833911,0.1297
2017年09月,台中市,622734056,0.2331,634633540,0.2376,15663456,0.0059,1398470978,0.5235,2671502030,0.133
2017年09月,台南市,391401782,0.1654,301810668,0.1275,39102126,0.0165,1634657100,0.6906,2366971676,0.1178
2017年09月,高雄市,659977656,0.2509,531538578,0.202,21522579,0.0082,1417903499,0.5389,2630942312,0.131
2017年09月,宜蘭縣,98061861,0.3036,81710846,0.253,7522987,0.0233,135652236,0.42,322947930,0.0161
2017年09月,新竹縣,121042507,0.1354,90500527,0.1012,2099664,0.0023,680246192,0.761,893888890,0.0445
2017年09月,苗栗縣,121917767,0.1866,74785337,0.1144,2710978,0.0041,454112889,0.6949,653526971,0.0325
2017年09月,彰化縣,244680568,0.2429,194881756,0.1934,45532630,0.0452,522399327,0.5185,1007494281,0.0502
2017年09月,南投縣,72041192,0.2955,59387088,0.2436,10635278,0.0436,101752389,0.4173,243815947,0.0121
2017年09月,雲林縣,135284560,0.2633,79458089,0.1546,38275854,0.0745,260804449,0.5076,513822952,0.0256
2017年09月,嘉義縣,92983065,0.3638,55044311,0.2154,23524068,0.092,84049406,0.3288,255600850,0.0127
2017年09月,屏東縣,166488183,0.3837,104853366,0.2416,62613381,0.1443,99954933,0.2304,433909863,0.0216
2017年09月,台東縣,37907967,0.4343,36399756,0.417,2744219,0.0314,10233714,0.1172,87285656,0.0043
2017年09月,花蓮縣,65787064,0.2867,71520766,0.3117,3265080,0.0142,88871044,0.3873,229443954,0.0114
2017年09月,基隆市,76012139,0.5053,54945759,0.3652,9030,0.0001,19474167,0.1294,150441095,0.0075
2017年09月,新竹市,119165767,0.1291,126989761,0.1376,867007,0.0009,675982483,0.7324,923005018,0.046
2017年09月,嘉義市,54843656,0.4637,55129889,0.4661,602955,0.0051,7701170,0.0651,118277670,0.0059
2017年09月,澎湖縣,20523644,0.4568,20013369,0.4454,536190,0.0119,3859778,0.0859,44932981,0.0022
2017年09月,金門縣,13778644,0.4174,15443579,0.4679,303622,0.0092,3483497,0.1055,33009342,0.0016
2017年09月,連江縣,2953558,0.4044,3764088,0.5153,23753,0.0033,562573,0.077,7303972,0.0004
2017年09月,合計,5231439896,0.2604,4740274800,0.236,284575687,0.0142,9830308177,0.4894,20086598560,1
2017年08月,新北市,896698817,0.4377,639591947,0.3122,2011450,0.001,510303106,0.2491,2048605320,0.1031
2017年08月,台北市,593054712,0.3689,971782994,0.6045,1968028,0.0012,40826162,0.0254,1607631896,0.0809
2017年08月,桃園市,509642567,0.1882,453919212,0.1676,3369511,0.0012,1741247126,0.643,2708178416,0.1363
2017年08月,台中市,578829957,0.2181,601730856,0.2267,15410336,0.0058,1458168905,0.5494,2654140054,0.1336
2017年08月,台南市,390445618,0.1617,302843079,0.1254,38550439,0.016,1682890715,0.6969,2414729851,0.1215
2017年08月,高雄市,512165545,0.2021,524160054,0.2068,21507360,0.0085,1476827623,0.5827,2534660582,0.1276
2017年08月,宜蘭縣,93028203,0.2937,76813429,0.2425,7571247,0.0239,139308216,0.4398,316721095,0.0159
2017年08月,新竹縣,129057344,0.1396,97496003,0.1055,2103370,0.0023,695598183,0.7526,924254900,0.0465
2017年08月,苗栗縣,97998570,0.1544,70784191,0.1115,2798041,0.0044,463099045,0.7297,634679847,0.0319
2017年08月,彰化縣,234649398,0.2301,198778388,0.195,45280333,0.0444,540917986,0.5305,1019626105,0.0513
2017年08月,南投縣,85894071,0.3258,62699877,0.2378,10429351,0.0396,104587759,0.3968,263611058,0.0133
2017年08月,雲林縣,123944809,0.2462,73292660,0.1456,38407667,0.0763,267800775,0.5319,503445911,0.0253
2017年08月,嘉義縣,80784460,0.3318,52588035,0.216,23261040,0.0955,86872443,0.3568,243505978,0.0123
2017年08月,屏東縣,152019790,0.3645,100789490,0.2417,63879121,0.1532,100365854,0.2407,417054255,0.021
2017年08月,台東縣,42350809,0.4576,37118813,0.4011,2822243,0.0305,10255294,0.1108,92547159,0.0047
2017年08月,花蓮縣,69979331,0.3226,68883278,0.3175,3347566,0.0154,74722186,0.3444,216932361,0.0109
2017年08月,基隆市,81298483,0.522,54660981,0.3509,9481,0.0001,19789482,0.1271,155758427,0.0078
2017年08月,新竹市,100820826,0.1089,125725688,0.1358,900741,0.001,698696143,0.7544,926143398,0.0466
2017年08月,嘉義市,52225169,0.4627,52375087,0.464,574853,0.0051,7703211,0.0682,112878320,0.0057
2017年08月,澎湖縣,17194227,0.4419,17184175,0.4416,532651,0.0137,3998760,0.1028,38909813,0.002
2017年08月,金門縣,11302682,0.3932,13555270,0.4715,303568,0.0106,3585042,0.1247,28746562,0.0014
2017年08月,連江縣,2387203,0.3494,3800782,0.5563,22257,0.0033,622473,0.0911,6832715,0.0003
2017年08月,合計,4855772591,0.2444,4600574289,0.2315,285060654,0.0143,10128186489,0.5097,19869594023,1
2017年07月,新北市,761680954,0.3987,653666029,0.3422,1941142,0.001,492908493,0.258,1910196618,0.0996
2017年07月,台北市,513707148,0.3367,970738000,0.6363,1853035,0.0012,39356508,0.0258,1525654691,0.0795
2017年07月,桃園市,357176276,0.143,427602566,0.1711,3136467,0.0013,1710608590,0.6846,2498523899,0.1303
2017年07月,台中市,531094525,0.2061,616424080,0.2392,15553264,0.006,1413737813,0.5486,2576809682,0.1343
2017年07月,台南市,362382109,0.1537,298375113,0.1265,38559274,0.0164,1658850678,0.7034,2358167174,0.1229
2017年07月,高雄市,618997657,0.236,528082436,0.2014,21860622,0.0083,1453635298,0.5543,2622576013,0.1367
2017年07月,宜蘭縣,76276473,0.2659,77174775,0.269,7636872,0.0266,125825224,0.4385,286913344,0.015
2017年07月,新竹縣,95694894,0.1096,86992135,0.0996,2001395,0.0023,688837557,0.7886,873525981,0.0455
2017年07月,苗栗縣,98172566,0.1597,72957608,0.1187,3063346,0.005,440456257,0.7166,614649777,0.032
2017年07月,彰化縣,208409795,0.2151,187663145,0.1937,44525080,0.0459,528426369,0.5453,969024389,0.0505
2017年07月,南投縣,65455869,0.2792,56981050,0.2431,9944113,0.0424,102019850,0.4352,234400882,0.0122
2017年07月,雲林縣,121966420,0.2442,76451299,0.1531,39177311,0.0784,261877034,0.5243,499472064,0.026
2017年07月,嘉義縣,84486068,0.3447,53409754,0.2179,23553664,0.0961,83670950,0.3413,245120436,0.0128
2017年07月,屏東縣,161453908,0.374,104263154,0.2415,66166079,0.1533,99857424,0.2313,431740565,0.0225
2017年07月,台東縣,33570259,0.4005,36126419,0.431,2926240,0.0349,11188041,0.1335,83810959,0.0044
2017年07月,花蓮縣,54494845,0.2498,68838183,0.3155,3167855,0.0145,91690682,0.4202,218191565,0.0114
2017年07月,基隆市,57389186,0.4403,53534781,0.4107,7215,0.0001,19416793,0.149,130347975,0.0068
2017年07月,新竹市,95563683,0.1048,123887225,0.1358,859351,0.0009,691824661,0.7585,912134920,0.0476
2017年07月,嘉義市,49649453,0.4459,53451386,0.48,567277,0.0051,7682219,0.069,111350335,0.0058
2017年07月,澎湖縣,18102612,0.4228,20102049,0.4695,548596,0.0128,4059295,0.0948,42812552,0.0022
2017年07月,金門縣,10900809,0.3698,14817137,0.5026,263864,0.009,3499271,0.1187,29481081,0.0015
2017年07月,連江縣,2519036,0.374,3563407,0.5291,23235,0.0035,628869,0.0934,6734547,0.0004
2017年07月,合計,4379144545,0.2283,4585101731,0.239,287335297,0.015,9930057876,0.5177,19181639449,1
2017年06月,新北市,599800558,0.3698,551729142,0.3402,1756504,0.0011,468712007,0.289,1621998211,0.0922
2017年06月,台北市,393969549,0.3051,858737549,0.665,1854469,0.0014,36740569,0.0285,1291302136,0.0734
2017年06月,桃園市,354264033,0.1474,391332564,0.1628,2509489,0.001,1655667117,0.6888,2403773203,0.1366
2017年06月,台中市,445703137,0.1857,548974171,0.2287,14166060,0.0059,1391742828,0.5798,2400586196,0.1364
2017年06月,台南市,309106765,0.137,290523181,0.1288,33883700,0.015,1622716512,0.7192,2256230158,0.1282
2017年06月,高雄市,402418718,0.1716,502360020,0.2142,19737305,0.0084,1421071531,0.6058,2345587574,0.1333
2017年06月,宜蘭縣,63812840,0.255,64053799,0.256,6171109,0.0247,116188320,0.4643,250226068,0.0142
2017年06月,新竹縣,89624632,0.1075,84813538,0.1018,1696697,0.002,657390144,0.7887,833525011,0.0474
2017年06月,苗栗縣,68768488,0.1205,63928620,0.112,2310259,0.004,435683091,0.7634,570690458,0.0324
2017年06月,彰化縣,180565775,0.1994,177179701,0.1956,39095813,0.0432,508898078,0.5619,905739367,0.0515
2017年06月,南投縣,73642434,0.3067,57420273,0.2391,9416174,0.0392,99629037,0.4149,240107918,0.0136
2017年06月,雲林縣,106901730,0.231,67791617,0.1465,35816843,0.0774,252303933,0.5452,462814123,0.0263
2017年06月,嘉義縣,68869426,0.2903,50505674,0.2129,21906057,0.0923,95988958,0.4046,237270115,0.0135
2017年06月,屏東縣,126369606,0.3286,97746399,0.2542,61063161,0.1588,99403780,0.2585,384582946,0.0218
2017年06月,台東縣,31579081,0.4087,32590766,0.4218,2525868,0.0327,10567099,0.1368,77262814,0.0044
2017年06月,花蓮縣,50735145,0.2591,61304560,0.3131,2576583,0.0132,81201494,0.4147,195817782,0.0111
2017年06月,基隆市,53846316,0.4494,46895894,0.3914,6755,0.0001,19072412,0.1592,119821377,0.0068
2017年06月,新竹市,68929704,0.0816,112724302,0.1334,776455,0.0009,662733337,0.7841,845163798,0.048
2017年06月,嘉義市,41329457,0.4226,48519708,0.4962,543109,0.0056,7398107,0.0757,97790381,0.0056
2017年06月,澎湖縣,12837816,0.3934,15590892,0.4778,439087,0.0135,3764085,0.1153,32631880,0.0019
2017年06月,金門縣,7958760,0.3424,11877982,0.5111,225336,0.0097,3179260,0.1368,23241338,0.0013
2017年06月,連江縣,1749670,0.3278,3012473,0.5644,16951,0.0032,558005,0.1046,5337099,0.0003
2017年06月,合計,3552783640,0.2018,4139612825,0.2352,258493784,0.0147,9650609704,0.5483,17601499953,1
2017年05月,新北市,583101704,0.3635,553156637,0.3448,1722465,0.0011,466092417,0.2906,1604073223,0.0926
2017年05月,台北市,386762866,0.3094,826064828,0.6608,1680811,0.0013,35546040,0.0284,1250054545,0.0721
2017年05月,桃園市,300676492,0.1305,366830357,0.1592,2429167,0.0011,1633883716,0.7092,2303819732,0.133
2017年05月,台中市,416491680,0.175,546352138,0.2295,13479258,0.0057,1404217897,0.5899,2380540973,0.1374
2017年05月,台南市,275829859,0.1252,270983785,0.123,31366743,0.0142,1624711808,0.7375,2202892195,0.1271
2017年05月,高雄市,457098008,0.1894,482842807,0.2001,19810642,0.0082,1453558461,0.6023,2413309918,0.1393
2017年05月,宜蘭縣,61667252,0.2436,63585228,0.2512,5619749,0.0222,122267014,0.483,253139243,0.0146
2017年05月,新竹縣,77082971,0.0977,73948470,0.0937,1610831,0.002,636384699,0.8065,789026971,0.0455
2017年05月,苗栗縣,74932077,0.1277,63084712,0.1075,2113315,0.0036,446713116,0.7612,586843220,0.0339
2017年05月,彰化縣,171597720,0.1952,165818904,0.1886,35617375,0.0405,506104921,0.5757,879138920,0.0507
2017年05月,南投縣,59244244,0.2706,52184967,0.2384,9350024,0.0427,98140524,0.4483,218919759,0.0126
2017年05月,雲林縣,104391131,0.2275,68402636,0.149,33319654,0.0726,252818582,0.5509,458932003,0.0265
2017年05月,嘉義縣,70014121,0.3184,49721160,0.2261,20824949,0.0947,79329802,0.3608,219890032,0.0127
2017年05月,屏東縣,128480117,0.3338,95705125,0.2486,60936454,0.1583,99792594,0.2593,384914290,0.0222
2017年05月,台東縣,27825155,0.3891,30282414,0.4235,2409769,0.0337,10993044,0.1537,71510382,0.0041
2017年05月,花蓮縣,44614094,0.2232,59489433,0.2977,2484292,0.0124,93259254,0.4667,199847073,0.0115
2017年05月,基隆市,46291028,0.4258,44253874,0.4071,8194,0.0001,18155946,0.167,108709042,0.0063
2017年05月,新竹市,71904063,0.0851,107587304,0.1274,748031,0.0009,664320227,0.7866,844559625,0.0487
2017年05月,嘉義市,38665046,0.4108,47886838,0.5088,531859,0.0057,7033365,0.0747,94117108,0.0054
2017年05月,澎湖縣,13468446,0.3932,16706126,0.4877,424533,0.0124,3657356,0.1068,34256461,0.002
2017年05月,金門縣,9049361,0.3743,11893722,0.4919,243227,0.0101,2992499,0.1238,24178809,0.0014
2017年05月,連江縣,2188594,0.3952,2853692,0.5152,16867,0.003,479442,0.0866,5538595,0.0003
2017年05月,合計,3421376029,0.1974,3999635157,0.2308,246748209,0.0142,9660452724,0.5575,17328212119,1
2017年04月,新北市,562071939,0.3834,466604265,0.3183,1692284,0.0012,435496726,0.2971,1465865214,0.091
2017年04月,台北市,356821661,0.3256,704067397,0.6424,1421064,0.0013,33717852,0.0308,1096027974,0.0681
2017年04月,桃園市,353028674,0.1594,328954927,0.1486,2314754,0.001,1530082992,0.691,2214381347,0.1375
2017年04月,台中市,394066609,0.1796,476251219,0.2171,12497570,0.0057,1310904869,0.5976,2193720267,0.1362
2017年04月,台南市,256975197,0.1248,245792512,0.1194,29050371,0.0141,1527023825,0.7417,2058841905,0.1279
2017年04月,高雄市,321868157,0.1477,429850384,0.1972,19861824,0.0091,1408059359,0.646,2179639724,0.1354
2017年04月,宜蘭縣,62672370,0.2487,54807812,0.2175,5111825,0.0203,129412736,0.5135,252004743,0.0157
2017年04月,新竹縣,85449814,0.1134,71879570,0.0954,1458138,0.0019,595045646,0.7894,753833168,0.0468
2017年04月,苗栗縣,63723549,0.1101,54823903,0.0947,2027648,0.0035,458427987,0.7918,579003087,0.036
2017年04月,彰化縣,165449480,0.1999,157667430,0.1905,33864532,0.0409,470484533,0.5686,827465975,0.0514
2017年04月,南投縣,69672752,0.3128,51521342,0.2313,9062598,0.0407,92502527,0.4153,222759219,0.0138
2017年04月,雲林縣,95534344,0.2262,58758683,0.1392,31385222,0.0743,236583482,0.5603,422261731,0.0262
2017年04月,嘉義縣,61068209,0.2958,44189179,0.214,19650724,0.0952,81541519,0.395,206449631,0.0128
2017年04月,屏東縣,105256130,0.3087,83957126,0.2462,59881941,0.1756,91917742,0.2695,341012939,0.0212
2017年04月,台東縣,29533059,0.4239,27214907,0.3906,2273270,0.0326,10653965,0.1529,69675201,0.0043
2017年04月,花蓮縣,48479217,0.2561,52419727,0.2769,2261760,0.0119,86118513,0.455,189279217,0.0118
2017年04月,基隆市,54029033,0.4893,39371927,0.3566,9251,0.0001,17005698,0.154,110415909,0.0069
2017年04月,新竹市,62849053,0.0802,95463829,0.1219,666715,0.0009,624401904,0.7971,783381501,0.0487
2017年04月,嘉義市,35674469,0.4265,40752440,0.4873,507076,0.0061,6701513,0.0801,83635498,0.0052
2017年04月,澎湖縣,11374880,0.4115,12400371,0.4486,426777,0.0154,3440183,0.1245,27642211,0.0017
2017年04月,金門縣,7937163,0.399,9428466,0.474,247871,0.0125,2279478,0.1146,19892978,0.0012
2017年04月,連江縣,1819510,0.3709,2636149,0.5373,18296,0.0037,432362,0.0881,4906317,0.0003
2017年04月,合計,3205355269,0.1991,3508813565,0.2179,235691511,0.0146,9152235411,0.5684,16102095756,1
2017年03月,新北市,563517723,0.3881,466528123,0.3213,1506324,0.001,420538095,0.2896,1452090265,0.0897
2017年03月,台北市,370542449,0.3378,692117176,0.631,1484464,0.0014,32727486,0.0298,1096871575,0.0677
2017年03月,桃園市,299697293,0.1363,309212183,0.1407,2095520,0.001,1587349835,0.7221,2198354831,0.1358
2017年03月,台中市,393514476,0.1797,456905553,0.2086,11901504,0.0054,1327906300,0.6063,2190227833,0.1353
2017年03月,台南市,255360779,0.1225,224087697,0.1075,25255497,0.0121,1579391163,0.7578,2084095136,0.1287
2017年03月,高雄市,404201582,0.1778,407206492,0.1792,18223756,0.008,1443194801,0.635,2272826631,0.1404
2017年03月,宜蘭縣,62405544,0.2452,55159705,0.2168,4294454,0.0169,132622881,0.5211,254482584,0.0157
2017年03月,新竹縣,76037219,0.103,64258832,0.087,1268802,0.0017,596949549,0.8083,738514402,0.0456
2017年03月,苗栗縣,73215288,0.1239,54407815,0.0921,1851743,0.0031,461499723,0.7809,590974569,0.0365
2017年03月,彰化縣,166581132,0.1974,145211187,0.1721,29718591,0.0352,502420457,0.5953,843931367,0.0521
2017年03月,南投縣,58151762,0.2756,46386552,0.2198,7968538,0.0378,98516754,0.4669,211023606,0.013
2017年03月,雲林縣,96750369,0.2267,58716140,0.1376,28310008,0.0663,243024994,0.5694,426801511,0.0264
2017年03月,嘉義縣,66566275,0.3231,42265271,0.2051,17280503,0.0839,79914582,0.3879,206026631,0.0127
2017年03月,屏東縣,115242880,0.3345,80482906,0.2336,54477954,0.1581,94317945,0.2738,344521685,0.0213
2017年03月,台東縣,26924729,0.4127,25652289,0.3932,2183382,0.0335,10475966,0.1606,65236366,0.004
2017年03月,花蓮縣,43331762,0.2315,51207885,0.2736,2226240,0.0119,90426565,0.4831,187192452,0.0116
2017年03月,基隆市,46655845,0.4631,36952961,0.3668,9124,0.0001,17134181,0.1701,100752111,0.0062
2017年03月,新竹市,69095687,0.0873,91479256,0.1156,636271,0.0008,629936092,0.7962,791147306,0.0489
2017年03月,嘉義市,35914988,0.4363,39403919,0.4786,459773,0.0056,6547002,0.0795,82325682,0.0051
2017年03月,澎湖縣,13015422,0.4403,12849763,0.4347,349452,0.0118,3343425,0.1131,29558062,0.0018
2017年03月,金門縣,9200004,0.4379,9683868,0.4609,215830,0.0103,1909991,0.0909,21009693,0.0013
2017年03月,連江縣,2190667,0.4225,2549360,0.4917,16118,0.0031,428720,0.0827,5184865,0.0003
2017年03月,合計,3248113875,0.2006,3372724933,0.2083,211733848,0.0131,9360576507,0.5781,16193149163,1
2017年02月,新北市,553542817,0.412,429482226,0.3196,1538121,0.0011,359078871,0.2672,1343642035,0.0918
2017年02月,台北市,351628270,0.3499,621657912,0.6186,1234834,0.0012,30392481,0.0302,1004913497,0.0686
2017年02月,桃園市,341987370,0.1694,293958743,0.1456,2193530,0.0011,1380638385,0.6839,2018778028,0.1379
2017年02月,台中市,391082612,0.2004,423075910,0.2168,10894755,0.0056,1126272929,0.5772,1951326206,0.1333
2017年02月,台南市,259188154,0.1378,215662937,0.1147,26020454,0.0138,1379528692,0.7336,1880400237,0.1284
2017年02月,高雄市,324554987,0.1635,375483699,0.1891,18040587,0.0091,1267535275,0.6384,1985614548,0.1356
2017年02月,宜蘭縣,64044069,0.2737,50874429,0.2174,4349210,0.0186,114714093,0.4903,233981801,0.016
2017年02月,新竹縣,82786500,0.1218,66410988,0.0977,1373477,0.002,528858946,0.7784,679429911,0.0464
2017年02月,苗栗縣,62181715,0.1242,50205556,0.1003,1654612,0.0033,386439491,0.7721,500481374,0.0342
2017年02月,彰化縣,162725037,0.2148,144630895,0.1909,29880458,0.0394,420480745,0.5549,757717135,0.0517
2017年02月,南投縣,70013243,0.3334,48376501,0.2304,8385843,0.0399,83193316,0.3962,209968903,0.0143
2017年02月,雲林縣,89517621,0.2296,53610666,0.1375,27942774,0.0717,218762589,0.5612,389833650,0.0266
2017年02月,嘉義縣,59463220,0.3193,38990220,0.2094,18025646,0.0968,69732852,0.3745,186211938,0.0127
2017年02月,屏東縣,105877744,0.3325,74317787,0.2334,58494125,0.1837,79693704,0.2503,318383360,0.0217
2017年02月,台東縣,29999790,0.4518,24854689,0.3743,2151193,0.0324,9398033,0.1415,66403705,0.0045
2017年02月,花蓮縣,49078053,0.2828,47787140,0.2754,2176556,0.0125,74501076,0.4293,173542825,0.0119
2017年02月,基隆市,53980682,0.5149,35892599,0.3423,9773,0.0001,14960478,0.1427,104843532,0.0072
2017年02月,新竹市,61303829,0.0864,83131585,0.1172,591778,0.0008,564132692,0.7955,709159884,0.0484
2017年02月,嘉義市,36099447,0.4567,36428251,0.4608,489307,0.0062,6033899,0.0763,79050904,0.0054
2017年02月,澎湖縣,11474407,0.4499,10561099,0.4141,358410,0.0141,3112336,0.122,25506252,0.0017
2017年02月,金門縣,7787201,0.4369,8168062,0.4582,229321,0.0129,1640372,0.092,17824956,0.0012
2017年02月,連江縣,2469964,0.4378,2742625,0.4861,18929,0.0034,410521,0.0728,5642039,0.0004
2017年02月,合計,3170786732,0.2165,3136304519,0.2142,216053693,0.0148,8119511776,0.5545,14642656720,1
2017年01月,新北市,548509760,0.3786,507782030,0.3505,1617045,0.0011,391009225,0.2699,1448918060,0.093
2017年01月,台北市,364584957,0.3251,721849288,0.6436,1442179,0.0013,33619596,0.03,1121496020,0.072
2017年01月,桃園市,279153727,0.1373,322116211,0.1584,2302943,0.0011,1430102068,0.7032,2033674949,0.1305
2017年01月,台中市,393084401,0.1873,486374423,0.2317,11950853,0.0057,1207661939,0.5753,2099071616,0.1347
2017年01月,台南市,255417678,0.1281,232754419,0.1168,26957513,0.0135,1478160279,0.7416,1993289889,0.1279
2017年01月,高雄市,425962316,0.1942,413664405,0.1886,18651243,0.0085,1335459239,0.6088,2193737203,0.1408
2017年01月,宜蘭縣,59880891,0.2461,57995963,0.2383,4397589,0.0181,121072355,0.4975,243346798,0.0156
2017年01月,新竹縣,72451935,0.102,67462700,0.095,1393156,0.002,569084666,0.8011,710392457,0.0456
2017年01月,苗栗縣,69793191,0.1298,58581209,0.109,1707172,0.0032,407554133,0.758,537635705,0.0345
2017年01月,彰化縣,157319801,0.2013,153243683,0.196,31285394,0.04,439850244,0.5627,781699122,0.0502
2017年01月,南投縣,56829707,0.2856,49473213,0.2486,8275491,0.0416,84410282,0.4242,198988693,0.0128
